id,planet,house,sign,keywords,reading,is_positive,source_month,source_sign
148,水星,3,天蝎座,,水星在你的沟通宫，并与天王星处于理想的角度，这将帮助你在2月17日做出合适的表达，你在这一天会准备充分、思路清晰、富有想象力。,TRUE,2023-02,天蝎座
149,土星,5,天蝎座,,"土星还要慢！

现在让我们来看看2月19日发生在双鱼座1度的新月，这将为你的爱情宫注入活力。",TRUE,2023-02,天蝎座
150,土星,8,巨蟹座,,土星在过去三年里限制了你能得到的报酬数目，它将在下个月3月7日离开你的第八宫，29年内都不会回到该宫位。,TRUE,2023-02,巨蟹座
151,火星,6,摩羯座,,火星在3月25日之前将依然在你的第六宫日常工作宫内，到了那时，他结束为期七个月的辛苦工作时期。,TRUE,2023-02,摩羯座
152,新月,8,狮子座,,新月将照亮你的第八宫他人资源宫，掌管公司福利、医疗保健、佣金、特许权使用费、奖金、遗产、奖金（比如在电视游戏节目中获奖）、风险投资、税收（包括退款和你欠政府的钱）、信用卡和银行贷款、信用额度、抵押贷款、保险支出、奖学金等等。,TRUE,2023-02,狮子座
153,水星,10,双子座,,水星、太阳和海王星还在你的第十宫——这意味着你有很多行星的能量可以在你的事业中利用。,TRUE,2023-03,双子座
154,土星,10,双子座,,土星、水星、太阳和海王星还在你的第十宫——这意味着你有很多行星的能量可以在你的事业中利用。,TRUE,2023-03,双子座
155,新月,5,双鱼座,,新月日食发生在白羊座29度，这次日食也会同样的点亮你的第五宫，这里掌管着你的浪漫，真爱，怀孕，生育，对孩子的温暖关爱，对创意清晰独到的表达，以及想象力。,TRUE,2023-03,双鱼座
156,火星,10,天秤座,,火星在双子座度过了七个月之后离开，看到这请不要难过，因为这颗行动之星将在3月25日进入巨蟹座，着重聚焦你的事业宫，从3月25日至5月20日。,TRUE,2023-03,天秤座
157,冥王星,3,射手座,,冥王星即将在3月23日的时候进入你的第三宫水瓶座，但是他只会停留几周到6月11日（那时候他会回到摩羯座）。,TRUE,2023-03,射手座
158,土星,12,白羊座,,土星都会停留在你的第十二宫，非常适合潜心钻研，或许，它有时也会带来秘密的敌人，但与其担心该怎么应对敌人，不如防患于未然，关心一下，你把谁带入了你的生活。,TRUE,2023-03,白羊座
159,满月,5,双子座,,满月将为接下来的事情定下基调——这将是一个高度浪漫的时刻，因为这次满月将照亮你的第五宫真爱。,TRUE,2023-04,双子座
160,金星,4,双鱼座,,金星会在你的家庭宫，而不是火星，所以你可能会坐下来享受公寓、房子或其他资产上所做的改变。,TRUE,2023-04,双鱼座
161,火星,4,双鱼座,,火星是双鱼座收入宫的守护者，又在去年长时间驻守你的家庭宫，你可能一直在与承包商和设计师沟通&合作装修家宅，也可能是购买新住所。,TRUE,2023-04,双鱼座
162,金星,9,天秤座,,金星栖息在你的第九宫，也在观察冥王星的不良行为，她会向冥王星发送贴心的信息，于是他们将会形成一个三分相，这可能是一个意味着巨大和谐的最佳相位。,TRUE,2023-04,天秤座
163,新月,10,巨蟹座,,新月日食格外特殊，因为此时太阳和木星也在你的第十宫代表荣誉、成就和奖励的宫位紧密相合。,TRUE,2023-04,巨蟹座
164,木星,7,摩羯座,,木星和新月合相（月亮也掌管你的伴侣宫），此人也许会对解决冥王星带来的财务挑战相当有帮助。,TRUE,2023-04,摩羯座
165,新月,7,摩羯座,,新月合相（月亮也掌管你的伴侣宫），此人也许会对解决冥王星带来的财务挑战相当有帮助。,TRUE,2023-04,摩羯座
166,火星,2,苏珊米勒2023年4月双子座,,火星在你的第二宫收入金钱宫，这是一个可靠的信号，你将面临一些大额的支出，但幸运的是，只有七周的时间你就会与火星告别。,TRUE,2023-04,苏珊米勒2023年4月双子座
167,满月,5,苏珊米勒2023年4月双子座,,满月将为接下来的事情定下基调——这将是一个高度浪漫的时刻，因为这次满月将照亮你的第五宫真爱。,TRUE,2023-04,苏珊米勒2023年4月双子座
168,金星,4,苏珊米勒2023年4月双鱼座,,金星会在你的家庭宫，而不是火星，所以你可能会坐下来享受公寓、房子或其他资产上所做的改变。,TRUE,2023-04,苏珊米勒2023年4月双鱼座
169,火星,4,苏珊米勒2023年4月双鱼座,,火星是双鱼座收入宫的守护者，又在去年长时间驻守你的家庭宫，你可能一直在与承包商和设计师沟通&合作装修家宅，也可能是购买新住所。,TRUE,2023-04,苏珊米勒2023年4月双鱼座
170,金星,9,苏珊米勒2023年4月天秤座,,金星栖息在你的第九宫，也在观察冥王星的不良行为，她会向冥王星发送贴心的信息，于是他们将会形成一个三分相，这可能是一个意味着巨大和谐的最佳相位。,TRUE,2023-04,苏珊米勒2023年4月天秤座
171,火星,9,苏珊米勒2023年4月天秤座,,火星所在的地方是像你一样的风象星座，他聚焦于你的第九宫——旅行和高等教育（如果你是本科生、研究生或教授的话），媒体（如果你从事出版、广播或电商业务的话），以及法律事务（如果你在咨询律师或你自己就是律师的话）。,TRUE,2023-04,苏珊米勒2023年4月天秤座
172,火星,10,苏珊米勒2023年4月天秤座,,火星在3月25日进入了你的第十宫——荣耀、奖项和成就的宫位，你可能从那时起就开始热切地寻觅新工作或是寻求晋升。,TRUE,2023-04,苏珊米勒2023年4月天秤座
173,火星,8,苏珊米勒2023年4月天蝎座,,火星是你的两颗守护星中的一颗，它在三月底正式离开了你的第八宫，由于这个位置掌管信贷、贷款和其他人的钱，所以你结束了长期的财务纠纷，也许也结束了花钱速度太快的担忧。,TRUE,2023-04,苏珊米勒2023年4月天蝎座
174,冥王星,4,苏珊米勒2023年4月天蝎座,,冥王星位于你的家庭宫，可能会让你暂停进行这样一项大型的冒险，因为时间可能很长，你可能不得不花时间旅行。,TRUE,2023-04,苏珊米勒2023年4月天蝎座
175,新月,10,苏珊米勒2023年4月巨蟹座,,新月日食格外特殊，因为此时太阳和木星也在你的第十宫代表荣誉、成就和奖励的宫位紧密相合。,TRUE,2023-04,苏珊米勒2023年4月巨蟹座
176,木星,7,苏珊米勒2023年4月摩羯座,,木星和新月合相（月亮也掌管你的伴侣宫），此人也许会对解决冥王星带来的财务挑战相当有帮助。,TRUE,2023-04,苏珊米勒2023年4月摩羯座
177,新月,7,苏珊米勒2023年4月摩羯座,,新月合相（月亮也掌管你的伴侣宫），此人也许会对解决冥王星带来的财务挑战相当有帮助。,TRUE,2023-04,苏珊米勒2023年4月摩羯座
178,冥王星,9,双子座,,冥王星刚刚来到水瓶座，也是你的第九宫，并将对金牛座的水星施加压力（这两形成宽泛的90度刑相位，但这相位很困难），这是让你推迟5月份所有旅行的原因。,TRUE,2023-05,双子座
179,满月,6,双子座,,满月月食将发生在你的第六宫，即每天的工作任务宫，将包括在家里和工作中向你报告的工人（例如，保姆、管家或你的助手）。,TRUE,2023-05,双子座
180,木星,8,天秤座,,木星的到来，他将抵达金牛座，你的第八宫他人钱财宫，这是从2011年6月-2012年6月这段时间以来的第一次。,TRUE,2023-05,天秤座
181,新月,8,天秤座,,新月最重要的元素就是礼物与好运的施予者木星的到来，他将抵达金牛座，你的第八宫他人钱财宫，这是从2011年6月-2012年6月这段时间以来的第一次。,TRUE,2023-05,天秤座
182,满月,2,天秤座,,满月月食将发生在你的第二宫财务宫，但作为天秤座，月亮掌管你的第十宫事业声望宫，因此在职场上可能会有很多变数——在这个月里因5月5日月食而发生的所有这类事件都是意料之外的。,TRUE,2023-05,天秤座
183,木星,7,天蝎座,,木星进入金牛座是要特别关注的星象，十多年来，这颗代表好运的星体第一次来到你的第七宫。,TRUE,2023-05,天蝎座
184,太阳,6,射手座,,"太阳系！

你的第六宫掌管着日常的工作项目，你雇佣的向你汇报的人，你完成工作的实际的物理空间，还有那些帮你完成这些工作的工具。",TRUE,2023-05,射手座
185,木星,6,射手座,,木星将会在5月16日的时候到达你的第六宫并且会停留满今年一年，直到明年2024年5月25日才离开。,TRUE,2023-05,射手座
186,冥王星,8,巨蟹座,,冥王星在你的第八宫，也为本次月食带来压力，某个财务结果可能会有一些问题，让你感到担心。,TRUE,2023-05,巨蟹座
187,太阳,4,水瓶座,,太阳的合相，给你的家庭宫及事业宫带来紧张气氛，且两者皆与天蝎座满月对冲，在这些星象的影响下，这个食相显得有些“棘手”。,TRUE,2023-05,水瓶座
188,土星,10,狮子座,,土星，土星位于你的事业宫，一起努力为潜在的暴风雨事业状况增加稳定性，他们可以做很多事情来拯救这一天。,TRUE,2023-05,狮子座
189,冥王星,9,狮子座,,冥王星刚刚来到水瓶座，也是你的第九宫，并将对金牛座的水星施加压力（这两形成宽泛的90度刑相位，但这相位很困难），这是让你推迟5月份所有旅行的原因。,TRUE,2023-05,狮子座
190,满月,6,狮子座,,满月月食将发生在你的第六宫，即每天的工作任务宫，将包括在家里和工作中向你报告的工人（例如，保姆、管家或你的助手）。,TRUE,2023-05,狮子座
191,火星,6,双子座,,火星将与冥王星对冲，由于两者都守护着你的第六宫，代表工作和健康的宫位，也会带来一系列的余波。,TRUE,2023-06,双子座
192,冥王星,6,双子座,,冥王星对冲，由于两者都守护着你的第六宫，代表工作和健康的宫位，也会带来一系列的余波。,TRUE,2023-06,双子座
193,木星,2,白羊座,,木星，好运之星，上个月5月16日进入金牛座，所以这颗慷慨的行星目前在你的第二宫收入宫，意味着你已经进入了一个巨大的经济回报时期。,TRUE,2023-06,白羊座
194,太阳,2,双子座,,太阳和水星形成一个理想的角度，巨蟹座是你的第二宫守护，掌管着收入相关，与摩羯座的满月形成理想的角度，摩羯座代表你的第八宫。,TRUE,2023-07,双子座
195,太阳,8,双子座,,太阳和水星形成一个理想的角度，巨蟹座是你的第二宫守护，掌管着收入相关，与摩羯座的满月形成理想的角度，摩羯座代表你的第八宫。,TRUE,2023-07,双子座
196,太阳,10,双子座,,太阳第八宫，对双子座来说，这是由土星守护的，而土星目前就在你的第十宫，掌管荣誉、奖项和成就。,TRUE,2023-07,双子座
197,水星,2,双子座,,水星形成一个理想的角度，巨蟹座是你的第二宫守护，掌管着收入相关，与摩羯座的满月形成理想的角度，摩羯座代表你的第八宫。,TRUE,2023-07,双子座
198,水星,8,双子座,,水星形成一个理想的角度，巨蟹座是你的第二宫守护，掌管着收入相关，与摩羯座的满月形成理想的角度，摩羯座代表你的第八宫。,TRUE,2023-07,双子座
199,火星,4,双子座,,火星即将进入你的家庭宫位时，你可能想去旅行，看望远方的家人，但土星在你的事业宫表明你需要首先处理好自己的职责，甚至可能不得不暂时推迟旅行。,TRUE,2023-07,双子座
200,火星,10,双子座,,火星即将进入你的家庭宫位时，你可能想去旅行，看望远方的家人，但土星在你的事业宫表明你需要首先处理好自己的职责，甚至可能不得不暂时推迟旅行。,TRUE,2023-07,双子座
201,土星,2,双子座,,土星将与位于巨蟹座的太阳和水星形成一个理想的角度，巨蟹座是你的第二宫守护，掌管着收入相关，与摩羯座的满月形成理想的角度，摩羯座代表你的第八宫。,TRUE,2023-07,双子座
202,满月,8,双子座,,满月将照亮你的第八宫，也就是代表他人钱财的宫位，所以你可能会听到正在向你奔来的现金。,TRUE,2023-07,双子座
203,满月,10,双子座,,满月出现在你的太阳第八宫，对双子座来说，这是由土星守护的，而土星目前就在你的第十宫，掌管荣誉、奖项和成就。,TRUE,2023-07,双子座
204,太阳,10,天秤座,,太阳在你的第十宫事业发展宫，与好运的木星形成有爱的六分相，你可能会收到一份慷慨的补偿协议，很可能是底薪加上奖金或佣金。,TRUE,2023-07,天秤座
205,金星,11,天秤座,,"金星将在本月初同时巡视你的第十一宫掌管快乐与幸福的宫位，所以你怎么可能出问题呢？在你这种情况下是不会出问题的！

作为一名天秤座，你一直渴望在事业上有所发展，这一趋势在3月下旬开始萌芽，并在进入5月和6月后持续增强。",TRUE,2023-07,天秤座
206,火星,11,天秤座,,"火星和他的爱人金星将在本月初同时巡视你的第十一宫掌管快乐与幸福的宫位，所以你怎么可能出问题呢？在你这种情况下是不会出问题的！

作为一名天秤座，你一直渴望在事业上有所发展，这一趋势在3月下旬开始萌芽，并在进入5月和6月后持续增强。",TRUE,2023-07,天秤座
207,火星,12,天秤座,,火星在你的第十二宫（7月10日-8月27日），你需要为8月27日-10月11日火星入秤积蓄能量——那将会是非常忙碌的一个阶段。,TRUE,2023-07,天秤座
208,新月,10,天秤座,,新月中体会到巨大的职业突破，新月将出现在你的第十宫掌管职业荣誉、奖项与成就的宫位。,TRUE,2023-07,天秤座
209,满月,11,天秤座,,满月之时，你的守护星金星将与她的宝贝火星一起紧密行运，双双出现在你的第十一宫友谊宫。,TRUE,2023-07,天秤座
210,太阳,9,天蝎座,,太阳在你的第九宫，你的任何长途旅行可能都是为了商业目的，但是这也不明确，因为你的旅行可能是纯粹为了开心，或者可能你将商务和享乐结合起来了。,TRUE,2023-07,天蝎座
211,满月,3,天蝎座,,满月出现在你的第三宫，这里掌管着书面和口头协议，两者都能在占星学和大多数地方形成有约束力的协议。,TRUE,2023-07,天蝎座
212,土星,4,射手座,,土星已经在3月份的时候进入了双鱼座，你的第四宫家庭宫，所以围绕着你的家会有一些事情让你关注。,TRUE,2023-07,射手座
213,木星,11,巨蟹座,,木星在你的第十一宫（代表希望和愿景的宫位）扮演着重要角色，伴侣做的努力将令你感到惊喜震撼！木星所在的宫位还掌管友情，你可能会被邀请到有诸多幸福的人参与的盛典中，有些还是你的亲密朋友。,TRUE,2023-07,巨蟹座
214,满月,10,巨蟹座,,满月时，火星（统治着你的第十宫，代表荣誉、奖项和成就的宫位）将与伟大的受益者木星进行紧密的对话。,TRUE,2023-07,巨蟹座
215,冥王星,10,白羊座,,冥王星目前在你的第十宫，度過他在这里最後幾個月，然後在一月份移居水瓶座，而天王星目前在你的第二宮收入宫。,TRUE,2023-07,白羊座
216,月亮,4,射手座,,月亮的意思，当一个月里发生两次满月的时候，第二次的就叫蓝月）——8月30日在双鱼座，照亮了你的家庭宫。,TRUE,2023-08,射手座
217,金星,6,射手座,,金星当下正位于你的第九宫国际旅行宫，但是我们也要去看一下金星掌管的宫位——你的第六宫日常工作宫，天王星正在那里过境。,TRUE,2023-08,射手座
218,金星,9,射手座,,金星当下正位于你的第九宫国际旅行宫，但是我们也要去看一下金星掌管的宫位——你的第六宫日常工作宫，天王星正在那里过境。,TRUE,2023-08,射手座
219,天王星,9,射手座,,天王星是8月1日满月发生时候的主星，它将会和狮子座的金星形成困难的角度，金星所在的狮子座是你的第九宫国际旅行宫。,TRUE,2023-08,射手座
220,天王星,7,水瓶座,,天王星针对的目标是出现在狮子座的新月，狮子座对应你的第七宫，代表伙伴关系、婚姻伴侣、进入严肃认真关系的感情伴侣、亲密的事业合作伙伴（如合伙人、代理人、律师、会计、住家保姆、活动策划人、婚礼策划人或其他生活中的专业人士）。,TRUE,2023-08,水瓶座
221,新月,7,水瓶座,,新月，狮子座对应你的第七宫，代表伙伴关系、婚姻伴侣、进入严肃认真关系的感情伴侣、亲密的事业合作伙伴（如合伙人、代理人、律师、会计、住家保姆、活动策划人、婚礼策划人或其他生活中的专业人士）。,TRUE,2023-08,水瓶座
222,木星,10,狮子座,,木星和天王星（都在你的事业宫金牛座）、位于资源宫的水星（新的消息）和日常工作宫的冥王星联系起来。,TRUE,2023-08,狮子座
223,土星,7,狮子座,,土星已经永远离开了——2023年3月7日离开，直到2050年才会再次回到你的伴侣宫水瓶座。,TRUE,2023-08,狮子座
224,天王星,10,狮子座,,天王星（都在你的事业宫金牛座）、位于资源宫的水星（新的消息）和日常工作宫的冥王星联系起来。,TRUE,2023-08,狮子座
225,新月,10,狮子座,,"新月（8月16日）和一个令人抓狂的满月（8月30日），你的星盘上同时发生了其他事情——这绝对太棒了！

在8月下半月，尤其是从8月27日开始，夜空中会出现和谐的金三角，将木星和天王星（都在你的事业宫金牛座）、位于资源宫的水星（新的消息）和日常工作宫的冥王星联系起来。",TRUE,2023-08,狮子座
226,满月,10,狮子座,,"满月（8月30日），你的星盘上同时发生了其他事情——这绝对太棒了！

在8月下半月，尤其是从8月27日开始，夜空中会出现和谐的金三角，将木星和天王星（都在你的事业宫金牛座）、位于资源宫的水星（新的消息）和日常工作宫的冥王星联系起来。",TRUE,2023-08,狮子座
227,水星,4,双子座,,水星位于你的家庭宫，所以本月你为改善家庭和家人所做的许多努力都会收获回报，你也会得到保护。,TRUE,2023-09,双子座
228,天王星,4,双子座,,天王星将与你的守护星水星在你的家庭宫位甜蜜相合，所以你可能会参加某个家庭活动，朋友们也会被邀请。,TRUE,2023-09,双子座
229,太阳,12,天秤座,,太阳和新月在你的第十二宫也会强烈提升你的直觉，所以倾听内心的声音很重要——有助于你做出正确的决定。,TRUE,2023-09,天秤座
230,天王星,2,天秤座,,天王星位于你的财务宫，因此在九月的第一周，你可能会收到来自某人甚至是政府的支票，这是你始料未及的，但你收到肯定很高兴。,TRUE,2023-09,天秤座
231,金星,10,天蝎座,,金星从7月22日在狮子座开始逆行后，将于9月3日在转为顺行，这次巡行发生在你的第十宫事业宫中。,TRUE,2023-09,天蝎座
232,火星,11,射手座,,火星位于天秤座，你的第十一宫友谊宫里，天秤座是一个跟你们火象星座相处和谐的风象星座。,TRUE,2023-09,射手座
233,新月,6,射手座,,新月很特别，因为它会发生在你星盘的顶端，并且会和位于你的第六宫日常工作宫金牛座里的天王星（惊喜）密切联系。,TRUE,2023-09,射手座
234,冥王星,7,巨蟹座,,冥王星在你的伴侣宫，但离你的财务第八宫很近，冥王星可能会带来配偶或商业伙伴的帮助，也会带来好的财务消息——在9月14日之后的几天里，你可能会收到一大笔钱。,TRUE,2023-09,巨蟹座
235,金星,10,摩羯座,,金星掌管你的事业宫（天秤），而它正造访你的第8宫财务宫（狮子座），所以如果你一直在等待一张支票，或解决某个财务事宜，那么到了9月3日之后你将看到进展。,TRUE,2023-09,摩羯座
236,满月,10,水瓶座,,满月，就发生在你的事业宫，这次满月将得到木星的助力，所以，你可能会得到工作方面的好消息。,TRUE,2023-09,水瓶座
237,月亮,4,双子座,,月亮（你的家庭宫）与来自金牛座的木星（你的隐秘宫）的光芒连接起来，同时也会延伸到位于摩羯座的太阳（你的第八宫变革宫）。,TRUE,2023-12,双子座
238,月亮,8,双子座,,月亮（你的家庭宫）与来自金牛座的木星（你的隐秘宫）的光芒连接起来，同时也会延伸到位于摩羯座的太阳（你的第八宫变革宫）。,TRUE,2023-12,双子座
239,木星,8,双子座,,木星（你的隐秘宫）的光芒连接起来，同时也会延伸到位于摩羯座的太阳（你的第八宫变革宫）。,TRUE,2023-12,双子座
240,火星,3,天秤座,,火星给你带来的这一主题——将随着 12 月 12 日的新月而加强，新月将点亮射手座 21°，也在你的第三宫，你星盘中的这一宫位不仅掌管快节奏的短途旅行，还掌管着协议，因此你可能会收到一份要签署的合同。,TRUE,2023-12,天秤座
241,新月,3,天秤座,,新月而加强，新月将点亮射手座 21°，也在你的第三宫，你星盘中的这一宫位不仅掌管快节奏的短途旅行，还掌管着协议，因此你可能会收到一份要签署的合同。,TRUE,2023-12,天秤座
242,新月,2,天蝎座,,新月将会落入你的收入宫，你将有机会要求加薪，如果你是自谋职业者的话将会有更多的生意。,TRUE,2023-12,天蝎座
243,月亮,8,射手座,,月亮掌管巨蟹座，你的第八宫，代表他人的金钱（佣金、奖金、遣散费、银行贷款、遗产、风险投资、抵押贷款等等）。,TRUE,2023-12,射手座
244,土星,2,水瓶座,,土星正停留在你的财帛宫，木星则在家庭宫位置，在它们的联合影响下，你也难得地有机会保持稳定的储蓄，并通过购置房产的方式，增加财富。,TRUE,2023-12,水瓶座
245,水星,5,狮子座,,水星将在12月13日至1月1日逆行，并且逆行发生在你的恋爱宫，你可能会与以前的恋爱对象重新联系上，或者遇到一个老朋友。,TRUE,2023-12,狮子座
246,火星,5,狮子座,,火星整个月都在你的恋爱宫，而新月将于12月12日进入射手座，加入火星和太阳，为你增加更多能量和机会。,TRUE,2023-12,狮子座
247,满月,12,狮子座,,满月（涵盖12月24日至12月31日）将落在你的第十二宫，有时这意味着对感冒和流感的免疫力降低。,TRUE,2023-12,狮子座
