id,planet,house,sign,keywords,reading,is_positive,source_month,source_sign
136,火星,11,狮子座,,火星离开金牛座前往双子座时，火星将进入你的第十一宫，给你一个非常社交的时期，会有很多朋友和很多浪漫。,TRUE,2022-07,狮子座
137,满月,9,金牛座,,满月点亮了你的第九宫，第九宫掌管长途旅行，还掌管高等教育，所以，现在你可以选择主动学习课程，以便减轻接下来的学业负担。,TRUE,2022-07,金牛座
138,新月,3,双子座,,新月发生在你的第三宫，所以你会有大量的沟通工作要做——有些是7月和之前几个月遗留下来的，新的项目也会在8月初来到你身边。,TRUE,2022-08,双子座
139,满月,9,双子座,,满月19度，将发生在8月11日，会照亮你的第九宫，代表着出版、广播、高等教育、国际关系、长途旅行、移民事务和法律活动。,TRUE,2022-08,双子座
140,火星,8,天秤座,,火星就是这个问题的始作俑者，而且火星和天王星这两个冲动的行星停靠在你的第八宫他人钱财宫位，也没有什么帮助。,TRUE,2022-08,天秤座
141,火星,9,天秤座,,火星将进入双子座呆上异常漫长的7个月，并在你的第九宫旅行宫停驻到2023年3月25日。,TRUE,2022-08,天秤座
142,天王星,8,天秤座,,天王星在你的第八宫，这是一个代表共同持有钱财的宫位，涵盖了信用卡、银行贷款、学生贷款、遗产、风险投资、税收、基金等类似方面。,TRUE,2022-08,天秤座
143,新月,12,天秤座,,新月将照亮你的第十二宫隐私宫，所以你可能会很乐意自己一个人独处几个星期，阅读也好，听歌也好，遵循自己的日程安排，不用与其他人过多互动。,TRUE,2022-08,天秤座
144,火星,8,天蝎座,,火星点亮了你的第八宫的财务事件，所以你可能正在申请贷款，拟立遗嘱，为子女开银行账户，或者做一些实际的纳税计划。,TRUE,2022-08,天蝎座
145,冥王星,4,天蝎座,,冥王星现在位于你的星盘底部，与你的家庭宫友好互动，所以如果你需要快速搬离或需要找一个室友公摊房费，那么你会顺利解决困难。,TRUE,2022-08,天蝎座
146,新月,10,天蝎座,,新月很甜美，因为木星位于白羊座，向你的事业宫发射友好光波，并与太阳和新月呈吉相，把你的日常事务宫和你的事业宫联结在一起。,TRUE,2022-08,天蝎座
147,火星,7,射手座,,火星会在你的伴侣宫7个月，所以如果事情不能公平的达成一致的话，那么可能就会拖延下去。,TRUE,2022-08,射手座
148,火星,6,射手座,,火星一直都在促使工作热火朝天，但是当火星在8月20日离开金牛座（你的第六宫）的时候，事情会开始变得平静下来，工作流程也更容易得到控制。,TRUE,2022-08,射手座
149,火星,8,射手座,,火星在2023年3月25日离开双子的之后将会进入巨蟹座，你的第八宫他人钱财宫，那时候大家更倾向于讨论财产分配。,TRUE,2022-08,射手座
150,天王星,6,射手座,,天王星正在金牛座，位于你的第六宫，会和落在掌管着你长途旅行第九宫里的太阳呈四分相刑克，所以也要尽量避免长途出行。,TRUE,2022-08,射手座
151,火星,11,巨蟹座,,"火星都在金牛，点亮你的第十一宫友情和社交的宫位，这是非常幸福和欢乐的时期，努力融入，好好表现，也许近来你没有什么时间好好社交，现在这不就来了嘛！多出去走走，巨蟹一直给自己很大的压力，现在就放松放松吧！

自7月17日开始，金星就在巨蟹座，直至8月11日。",TRUE,2022-08,巨蟹座
152,土星,2,巨蟹座,,土星和太阳的对冲力将在8月14日达到顶峰，满月将影响巨蟹的第八宫，而太阳在你的第二宫。,TRUE,2022-08,巨蟹座
153,火星,5,水瓶座,,火星的事实真相：它通常只在一个星座停留7周，但这次却在你的第五宫（双子座）停留7个月之久，从2022年8月20日一直持续到2023年3月25日。,TRUE,2022-08,水瓶座
154,天王星,4,水瓶座,,天王星正停留在你的家庭宫并且暂时不会离开此地，但是随着火星的离开，这种紧张的形势会有所减弱，可能是因为你也马上要做出决定了。,TRUE,2022-08,水瓶座
155,木星,9,狮子座,,木星目前位于白羊座也就是你的第九宫（一直呆到2023年5月），所以你会有很多方法来使用木星的富饶丰盛。,TRUE,2022-08,狮子座
156,水星,5,双子座,,水星将在你的第五宫开始逆行，该宫掌管着真爱、休闲、娱乐、儿童和创造力，所以你本月经历的延迟或方向变化很可能会在这些领域出现。,TRUE,2022-09,双子座
157,火星,1,双子座,,火星在双子座，你的第一宫（无论你是双子座生日还是双子座上升），表明你将非常关注你如何出现在世界中。,TRUE,2022-09,双子座
158,火星,5,双子座,,火星在双子座将碰到你的守护星水星，在你的第五宫创意宫，所以你将不断提出原创的想法。,TRUE,2022-09,双子座
159,冥王星,8,双子座,,冥王星在你的第八宫，这个宫位有关各种金融活动，包括贷款，比如抵押贷款和房屋装修贷款。,TRUE,2022-09,双子座
160,火星,5,射手座,,火星掌管着你的第五宫——这里代表着孩子——所以冲突可能会围绕着如何更好的照顾孩子以及孩子在哪里生活。,TRUE,2022-09,射手座
161,满月,4,射手座,,满月会照亮你的家庭宫，而且因为它的轨道很靠近掌管着海洋和水的海王星，所以你需要警惕与水有关的问题。,TRUE,2022-09,射手座
162,金星,2,狮子座,,金星将位于你的财务宫，与位于你日常工作宫的冥王星进行对话，所以这次旅行应该既有利可图又有趣。,TRUE,2022-09,狮子座
163,火星,3,白羊座,,火星已经在8月20日进入双子座，你有没有看到计划中的细微差别？火星将在你的第三宫旅行宫。,TRUE,2022-09,白羊座
164,水星,5,金牛座,,水星（从9月23日开始）在你的爱情宫逆行，所以，另一种可能是，一个旧情人会出现——这个人让你牵挂了很多年。,TRUE,2022-09,金牛座
165,新月,4,双子座,,新月出现在你的家庭宫，所以你可能一直关注着某个家人的福祉，即使这个人住得离你很远。,TRUE,2022-10,双子座
166,土星,6,处女座,,土星在你的第六宫，这个宫位代表日常工作事项，土星在这里的时候，一定会让你的工作成果具有的吸引力，你在这件事上的付出会成为最璀璨、最高贵的功勋。,TRUE,2022-10,处女座
167,太阳,4,天蝎座,,太阳和金星刚刚进入天蝎座，土星位于水瓶座（你的家庭宫），形成了无比闪耀的黄金大三角，与满月共同作用。,TRUE,2022-10,天蝎座
168,金星,4,天蝎座,,金星刚刚进入天蝎座，土星位于水瓶座（你的家庭宫），形成了无比闪耀的黄金大三角，与满月共同作用。,TRUE,2022-10,天蝎座
169,火星,4,天蝎座,,火星（你的守护星之一，他的重要性比其他行星更大）位于双子座，太阳和金星刚刚进入天蝎座，土星位于水瓶座（你的家庭宫），形成了无比闪耀的黄金大三角，与满月共同作用。,TRUE,2022-10,天蝎座
170,满月,5,射手座,,满月落入了你的第五宫真爱宫，所以你一定会有一次激动人心的经历，因为这是一轮极佳的满月。,TRUE,2022-10,射手座
171,新月,5,巨蟹座,,新月日食吧！新月将出现在你的第五宫（如果已经结婚了，你的配偶是受第七宫影响，而不是第五宫）。,TRUE,2022-10,巨蟹座
172,金星,4,狮子座,,金星将从10月23日到11月16日访问你的家庭宫，所以请整理家宅，如果不打算搬家，可以考虑在你家为喜欢的朋友举办聚会。,TRUE,2022-10,狮子座
173,冥王星,9,金牛座,,冥王星在你的第九宫，包括法律事项、媒体（出版和广播）、高等教育、跨国事项、移民或和签证、居留、护照相关的事情。,TRUE,2022-10,金牛座
174,月亮,5,射手座,,月亮掌管着你的第五宫，而第五宫包括信用卡，税务，银行账单，贷款，保险，继承等等，所以你需要密切的关注自己的各种账单以防身份被盗用。,TRUE,2022-11,射手座
175,天王星,5,射手座,,天王星将会与同样落在金牛座17度的满月形成紧密的合相，增加了一个不和谐的音符，因为月亮掌管着你的第五宫，而第五宫包括信用卡，税务，银行账单，贷款，保险，继承等等，所以你需要密切的关注自己的各种账单以防身份被盗用。,TRUE,2022-11,射手座
176,木星,2,水瓶座,,木星就重新回到了你的财帛宫并一直待到12月20日才离开，所以你会得到一大笔所需的金钱。,TRUE,2022-11,水瓶座
177,满月,4,水瓶座,,满月出现在你的家庭宫，所以这些“突发的变化”很有可能体现在与房屋或某位家人相关的事情上。,TRUE,2022-11,水瓶座
178,新月,8,金牛座,,新月在你的第八宫熠熠闪光，第八宫掌管别人的钱财，因此，你要去提前做收入、现金流的管理和规划，如果你欠了别人的，那么你一定会想办法偿还。,TRUE,2022-11,金牛座
179,满月,8,天蝎座,,满月发生在双子座16度，也同样直接连接到上面我说到的财务区域，也就是代表他人钱财的你的第八宫。,TRUE,2022-12,天蝎座
180,土星,2,摩羯座,,土星正在你的财帛宫内，并将它的射线投射向满月，将你的第6宫工作宫同你的第2宫财帛宫联系到了一起。,TRUE,2022-12,摩羯座
181,天王星,5,摩羯座,,天王星，因为它统领着所有意想不到的事，它将会在12月22日在你的第五宫、真爱宫向金星和水星发出blingbling的射线。,TRUE,2022-12,摩羯座
182,水星,4,水瓶座,,水星正在你的隐秘宫，天王星则在你的家庭宫，你可能会出去旅行或听到来自家人的特别消息。,TRUE,2022-12,水瓶座
183,满月,8,狮子座,,满月形成困难相位，它位于你的第八宫，代表信贷、储蓄、他人的资金，所以如果需要参与活动，提前了解可能需要花费多少，比如计划参加特殊目的地的婚礼。,TRUE,2022-12,狮子座
184,满月,10,天秤座,,满月将发生在巨蟹座16°，会点亮你的第十宫代表荣耀、奖励、成就的宫位，如果你一直在面试一个职位，你可能会收到是否拿下这个工作的消息。,TRUE,2023-01,天秤座
185,土星,4,天蝎座,,土星从2020年12月17日就一直在你的家庭宫，现在已经准备要在3月的时候离开了。,TRUE,2023-01,天蝎座
186,太阳,2,巨蟹座,,"太阳在你的金钱宫，如此千载难逢的机会，切勿错过！巨蟹已经搜集了工作中所有的成就和利益，每个人都羡慕你在事业上的成功，好好利用这一能量吧！

1月29日，太阳与火星呈完美相位，这是展示过去几周/几个月巨蟹座的战略成果的理想时机。",TRUE,2023-01,巨蟹座
187,木星,2,巨蟹座,,"木星在巨蟹座的荣誉和成就宫，太阳在你的金钱宫，如此千载难逢的机会，切勿错过！巨蟹已经搜集了工作中所有的成就和利益，每个人都羡慕你在事业上的成功，好好利用这一能量吧！

1月29日，太阳与火星呈完美相位，这是展示过去几周/几个月巨蟹座的战略成果的理想时机。",TRUE,2023-01,巨蟹座
188,天王星,7,狮子座,,天王星，你的第七宫伴侣关系和婚姻的守护者，也处于逆行，所以如果还没有能够形成稳定的伴侣关系，当天王星在1月22日恢复顺行时，事情可能会发生巨大的变化。,TRUE,2023-01,狮子座
189,水星,2,金牛座,,水星的老大哥火星在你的财务宫运行，他会增加你的开支，而且，他一直处在逆行状态，因此如果你在寻找新的收入来源，那么可能已经遇到了阻碍。,TRUE,2023-01,金牛座
190,火星,2,金牛座,,火星在你的财务宫运行，他会增加你的开支，而且，他一直处在逆行状态，因此如果你在寻找新的收入来源，那么可能已经遇到了阻碍。,TRUE,2023-01,金牛座
191,水星,3,天蝎座,,水星在你的沟通宫，并与天王星处于理想的角度，这将帮助你在2月17日做出合适的表达，你在这一天会准备充分、思路清晰、富有想象力。,TRUE,2023-02,天蝎座
192,土星,5,天蝎座,,"土星还要慢！

现在让我们来看看2月19日发生在双鱼座1度的新月，这将为你的爱情宫注入活力。",TRUE,2023-02,天蝎座
193,土星,8,巨蟹座,,土星在过去三年里限制了你能得到的报酬数目，它将在下个月3月7日离开你的第八宫，29年内都不会回到该宫位。,TRUE,2023-02,巨蟹座
194,火星,6,摩羯座,,火星在3月25日之前将依然在你的第六宫日常工作宫内，到了那时，他结束为期七个月的辛苦工作时期。,TRUE,2023-02,摩羯座
195,新月,8,狮子座,,新月将照亮你的第八宫他人资源宫，掌管公司福利、医疗保健、佣金、特许权使用费、奖金、遗产、奖金（比如在电视游戏节目中获奖）、风险投资、税收（包括退款和你欠政府的钱）、信用卡和银行贷款、信用额度、抵押贷款、保险支出、奖学金等等。,TRUE,2023-02,狮子座
196,水星,10,双子座,,水星、太阳和海王星还在你的第十宫——这意味着你有很多行星的能量可以在你的事业中利用。,TRUE,2023-03,双子座
197,新月,5,双鱼座,,新月日食发生在白羊座29度，这次日食也会同样的点亮你的第五宫，这里掌管着你的浪漫，真爱，怀孕，生育，对孩子的温暖关爱，对创意清晰独到的表达，以及想象力。,TRUE,2023-03,双鱼座
198,冥王星,3,射手座,,冥王星即将在3月23日的时候进入你的第三宫水瓶座，但是他只会停留几周到6月11日（那时候他会回到摩羯座）。,TRUE,2023-03,射手座
199,满月,5,双子座,,满月将为接下来的事情定下基调——这将是一个高度浪漫的时刻，因为这次满月将照亮你的第五宫真爱。,TRUE,2023-04,双子座
200,金星,4,双鱼座,,金星会在你的家庭宫，而不是火星，所以你可能会坐下来享受公寓、房子或其他资产上所做的改变。,TRUE,2023-04,双鱼座
201,火星,4,双鱼座,,火星是双鱼座收入宫的守护者，又在去年长时间驻守你的家庭宫，你可能一直在与承包商和设计师沟通&合作装修家宅，也可能是购买新住所。,TRUE,2023-04,双鱼座
202,金星,9,天秤座,,金星栖息在你的第九宫，也在观察冥王星的不良行为，她会向冥王星发送贴心的信息，于是他们将会形成一个三分相，这可能是一个意味着巨大和谐的最佳相位。,TRUE,2023-04,天秤座
203,新月,10,巨蟹座,,新月日食格外特殊，因为此时太阳和木星也在你的第十宫代表荣誉、成就和奖励的宫位紧密相合。,TRUE,2023-04,巨蟹座
204,木星,7,摩羯座,,木星和新月合相（月亮也掌管你的伴侣宫），此人也许会对解决冥王星带来的财务挑战相当有帮助。,TRUE,2023-04,摩羯座
205,新月,7,摩羯座,,新月合相（月亮也掌管你的伴侣宫），此人也许会对解决冥王星带来的财务挑战相当有帮助。,TRUE,2023-04,摩羯座
206,火星,2,苏珊米勒2023年4月双子座,,火星在你的第二宫收入金钱宫，这是一个可靠的信号，你将面临一些大额的支出，但幸运的是，只有七周的时间你就会与火星告别。,TRUE,2023-04,苏珊米勒2023年4月双子座
207,满月,5,苏珊米勒2023年4月双子座,,满月将为接下来的事情定下基调——这将是一个高度浪漫的时刻，因为这次满月将照亮你的第五宫真爱。,TRUE,2023-04,苏珊米勒2023年4月双子座
208,金星,4,苏珊米勒2023年4月双鱼座,,金星会在你的家庭宫，而不是火星，所以你可能会坐下来享受公寓、房子或其他资产上所做的改变。,TRUE,2023-04,苏珊米勒2023年4月双鱼座
209,火星,4,苏珊米勒2023年4月双鱼座,,火星是双鱼座收入宫的守护者，又在去年长时间驻守你的家庭宫，你可能一直在与承包商和设计师沟通&合作装修家宅，也可能是购买新住所。,TRUE,2023-04,苏珊米勒2023年4月双鱼座
210,金星,9,苏珊米勒2023年4月天秤座,,金星栖息在你的第九宫，也在观察冥王星的不良行为，她会向冥王星发送贴心的信息，于是他们将会形成一个三分相，这可能是一个意味着巨大和谐的最佳相位。,TRUE,2023-04,苏珊米勒2023年4月天秤座
211,火星,9,苏珊米勒2023年4月天秤座,,火星所在的地方是像你一样的风象星座，他聚焦于你的第九宫——旅行和高等教育（如果你是本科生、研究生或教授的话），媒体（如果你从事出版、广播或电商业务的话），以及法律事务（如果你在咨询律师或你自己就是律师的话）。,TRUE,2023-04,苏珊米勒2023年4月天秤座
212,火星,10,苏珊米勒2023年4月天秤座,,火星在3月25日进入了你的第十宫——荣耀、奖项和成就的宫位，你可能从那时起就开始热切地寻觅新工作或是寻求晋升。,TRUE,2023-04,苏珊米勒2023年4月天秤座
213,火星,8,苏珊米勒2023年4月天蝎座,,火星是你的两颗守护星中的一颗，它在三月底正式离开了你的第八宫，由于这个位置掌管信贷、贷款和其他人的钱，所以你结束了长期的财务纠纷，也许也结束了花钱速度太快的担忧。,TRUE,2023-04,苏珊米勒2023年4月天蝎座
214,冥王星,4,苏珊米勒2023年4月天蝎座,,冥王星位于你的家庭宫，可能会让你暂停进行这样一项大型的冒险，因为时间可能很长，你可能不得不花时间旅行。,TRUE,2023-04,苏珊米勒2023年4月天蝎座
215,新月,10,苏珊米勒2023年4月巨蟹座,,新月日食格外特殊，因为此时太阳和木星也在你的第十宫代表荣誉、成就和奖励的宫位紧密相合。,TRUE,2023-04,苏珊米勒2023年4月巨蟹座
216,木星,7,苏珊米勒2023年4月摩羯座,,木星和新月合相（月亮也掌管你的伴侣宫），此人也许会对解决冥王星带来的财务挑战相当有帮助。,TRUE,2023-04,苏珊米勒2023年4月摩羯座
217,新月,7,苏珊米勒2023年4月摩羯座,,新月合相（月亮也掌管你的伴侣宫），此人也许会对解决冥王星带来的财务挑战相当有帮助。,TRUE,2023-04,苏珊米勒2023年4月摩羯座
218,冥王星,9,双子座,,冥王星刚刚来到水瓶座，也是你的第九宫，并将对金牛座的水星施加压力（这两形成宽泛的90度刑相位，但这相位很困难），这是让你推迟5月份所有旅行的原因。,TRUE,2023-05,双子座
219,满月,6,双子座,,满月月食将发生在你的第六宫，即每天的工作任务宫，将包括在家里和工作中向你报告的工人（例如，保姆、管家或你的助手）。,TRUE,2023-05,双子座
220,木星,8,天秤座,,木星的到来，他将抵达金牛座，你的第八宫他人钱财宫，这是从2011年6月-2012年6月这段时间以来的第一次。,TRUE,2023-05,天秤座
221,新月,8,天秤座,,新月最重要的元素就是礼物与好运的施予者木星的到来，他将抵达金牛座，你的第八宫他人钱财宫，这是从2011年6月-2012年6月这段时间以来的第一次。,TRUE,2023-05,天秤座
222,满月,2,天秤座,,满月月食将发生在你的第二宫财务宫，但作为天秤座，月亮掌管你的第十宫事业声望宫，因此在职场上可能会有很多变数——在这个月里因5月5日月食而发生的所有这类事件都是意料之外的。,TRUE,2023-05,天秤座
223,木星,7,天蝎座,,木星进入金牛座是要特别关注的星象，十多年来，这颗代表好运的星体第一次来到你的第七宫。,TRUE,2023-05,天蝎座
224,太阳,6,射手座,,"太阳系！

你的第六宫掌管着日常的工作项目，你雇佣的向你汇报的人，你完成工作的实际的物理空间，还有那些帮你完成这些工作的工具。",TRUE,2023-05,射手座
225,木星,6,射手座,,木星将会在5月16日的时候到达你的第六宫并且会停留满今年一年，直到明年2024年5月25日才离开。,TRUE,2023-05,射手座
226,冥王星,8,巨蟹座,,冥王星在你的第八宫，也为本次月食带来压力，某个财务结果可能会有一些问题，让你感到担心。,TRUE,2023-05,巨蟹座
227,太阳,4,水瓶座,,太阳的合相，给你的家庭宫及事业宫带来紧张气氛，且两者皆与天蝎座满月对冲，在这些星象的影响下，这个食相显得有些“棘手”。,TRUE,2023-05,水瓶座
228,土星,10,狮子座,,土星，土星位于你的事业宫，一起努力为潜在的暴风雨事业状况增加稳定性，他们可以做很多事情来拯救这一天。,TRUE,2023-05,狮子座
229,冥王星,9,狮子座,,冥王星刚刚来到水瓶座，也是你的第九宫，并将对金牛座的水星施加压力（这两形成宽泛的90度刑相位，但这相位很困难），这是让你推迟5月份所有旅行的原因。,TRUE,2023-05,狮子座
230,满月,6,狮子座,,满月月食将发生在你的第六宫，即每天的工作任务宫，将包括在家里和工作中向你报告的工人（例如，保姆、管家或你的助手）。,TRUE,2023-05,狮子座
231,火星,6,双子座,,火星将与冥王星对冲，由于两者都守护着你的第六宫，代表工作和健康的宫位，也会带来一系列的余波。,TRUE,2023-06,双子座
232,冥王星,6,双子座,,冥王星对冲，由于两者都守护着你的第六宫，代表工作和健康的宫位，也会带来一系列的余波。,TRUE,2023-06,双子座
233,木星,2,白羊座,,木星，好运之星，上个月5月16日进入金牛座，所以这颗慷慨的行星目前在你的第二宫收入宫，意味着你已经进入了一个巨大的经济回报时期。,TRUE,2023-06,白羊座
234,太阳,2,双子座,,太阳和水星形成一个理想的角度，巨蟹座是你的第二宫守护，掌管着收入相关，与摩羯座的满月形成理想的角度，摩羯座代表你的第八宫。,TRUE,2023-07,双子座
235,太阳,8,双子座,,太阳和水星形成一个理想的角度，巨蟹座是你的第二宫守护，掌管着收入相关，与摩羯座的满月形成理想的角度，摩羯座代表你的第八宫。,TRUE,2023-07,双子座
236,太阳,10,双子座,,太阳第八宫，对双子座来说，这是由土星守护的，而土星目前就在你的第十宫，掌管荣誉、奖项和成就。,TRUE,2023-07,双子座
237,水星,2,双子座,,水星形成一个理想的角度，巨蟹座是你的第二宫守护，掌管着收入相关，与摩羯座的满月形成理想的角度，摩羯座代表你的第八宫。,TRUE,2023-07,双子座
238,水星,8,双子座,,水星形成一个理想的角度，巨蟹座是你的第二宫守护，掌管着收入相关，与摩羯座的满月形成理想的角度，摩羯座代表你的第八宫。,TRUE,2023-07,双子座
239,火星,4,双子座,,火星即将进入你的家庭宫位时，你可能想去旅行，看望远方的家人，但土星在你的事业宫表明你需要首先处理好自己的职责，甚至可能不得不暂时推迟旅行。,TRUE,2023-07,双子座
240,火星,10,双子座,,火星即将进入你的家庭宫位时，你可能想去旅行，看望远方的家人，但土星在你的事业宫表明你需要首先处理好自己的职责，甚至可能不得不暂时推迟旅行。,TRUE,2023-07,双子座
241,土星,2,双子座,,土星将与位于巨蟹座的太阳和水星形成一个理想的角度，巨蟹座是你的第二宫守护，掌管着收入相关，与摩羯座的满月形成理想的角度，摩羯座代表你的第八宫。,TRUE,2023-07,双子座
242,满月,8,双子座,,满月将照亮你的第八宫，也就是代表他人钱财的宫位，所以你可能会听到正在向你奔来的现金。,TRUE,2023-07,双子座
243,满月,10,双子座,,满月出现在你的太阳第八宫，对双子座来说，这是由土星守护的，而土星目前就在你的第十宫，掌管荣誉、奖项和成就。,TRUE,2023-07,双子座
244,太阳,10,天秤座,,太阳在你的第十宫事业发展宫，与好运的木星形成有爱的六分相，你可能会收到一份慷慨的补偿协议，很可能是底薪加上奖金或佣金。,TRUE,2023-07,天秤座
245,金星,11,天秤座,,"金星将在本月初同时巡视你的第十一宫掌管快乐与幸福的宫位，所以你怎么可能出问题呢？在你这种情况下是不会出问题的！

作为一名天秤座，你一直渴望在事业上有所发展，这一趋势在3月下旬开始萌芽，并在进入5月和6月后持续增强。",TRUE,2023-07,天秤座
246,火星,11,天秤座,,"火星和他的爱人金星将在本月初同时巡视你的第十一宫掌管快乐与幸福的宫位，所以你怎么可能出问题呢？在你这种情况下是不会出问题的！

作为一名天秤座，你一直渴望在事业上有所发展，这一趋势在3月下旬开始萌芽，并在进入5月和6月后持续增强。",TRUE,2023-07,天秤座
247,火星,12,天秤座,,火星在你的第十二宫（7月10日-8月27日），你需要为8月27日-10月11日火星入秤积蓄能量——那将会是非常忙碌的一个阶段。,TRUE,2023-07,天秤座
248,新月,10,天秤座,,新月中体会到巨大的职业突破，新月将出现在你的第十宫掌管职业荣誉、奖项与成就的宫位。,TRUE,2023-07,天秤座
249,满月,11,天秤座,,满月之时，你的守护星金星将与她的宝贝火星一起紧密行运，双双出现在你的第十一宫友谊宫。,TRUE,2023-07,天秤座
250,太阳,9,天蝎座,,太阳在你的第九宫，你的任何长途旅行可能都是为了商业目的，但是这也不明确，因为你的旅行可能是纯粹为了开心，或者可能你将商务和享乐结合起来了。,TRUE,2023-07,天蝎座
251,满月,3,天蝎座,,满月出现在你的第三宫，这里掌管着书面和口头协议，两者都能在占星学和大多数地方形成有约束力的协议。,TRUE,2023-07,天蝎座
252,土星,4,射手座,,土星已经在3月份的时候进入了双鱼座，你的第四宫家庭宫，所以围绕着你的家会有一些事情让你关注。,TRUE,2023-07,射手座
253,木星,11,巨蟹座,,木星在你的第十一宫（代表希望和愿景的宫位）扮演着重要角色，伴侣做的努力将令你感到惊喜震撼！木星所在的宫位还掌管友情，你可能会被邀请到有诸多幸福的人参与的盛典中，有些还是你的亲密朋友。,TRUE,2023-07,巨蟹座
254,满月,10,巨蟹座,,满月时，火星（统治着你的第十宫，代表荣誉、奖项和成就的宫位）将与伟大的受益者木星进行紧密的对话。,TRUE,2023-07,巨蟹座
255,月亮,4,射手座,,月亮的意思，当一个月里发生两次满月的时候，第二次的就叫蓝月）——8月30日在双鱼座，照亮了你的家庭宫。,TRUE,2023-08,射手座
256,金星,6,射手座,,金星当下正位于你的第九宫国际旅行宫，但是我们也要去看一下金星掌管的宫位——你的第六宫日常工作宫，天王星正在那里过境。,TRUE,2023-08,射手座
257,金星,9,射手座,,金星当下正位于你的第九宫国际旅行宫，但是我们也要去看一下金星掌管的宫位——你的第六宫日常工作宫，天王星正在那里过境。,TRUE,2023-08,射手座
258,天王星,9,射手座,,天王星是8月1日满月发生时候的主星，它将会和狮子座的金星形成困难的角度，金星所在的狮子座是你的第九宫国际旅行宫。,TRUE,2023-08,射手座
259,天王星,7,水瓶座,,天王星针对的目标是出现在狮子座的新月，狮子座对应你的第七宫，代表伙伴关系、婚姻伴侣、进入严肃认真关系的感情伴侣、亲密的事业合作伙伴（如合伙人、代理人、律师、会计、住家保姆、活动策划人、婚礼策划人或其他生活中的专业人士）。,TRUE,2023-08,水瓶座
260,新月,7,水瓶座,,新月，狮子座对应你的第七宫，代表伙伴关系、婚姻伴侣、进入严肃认真关系的感情伴侣、亲密的事业合作伙伴（如合伙人、代理人、律师、会计、住家保姆、活动策划人、婚礼策划人或其他生活中的专业人士）。,TRUE,2023-08,水瓶座
261,木星,10,狮子座,,木星和天王星（都在你的事业宫金牛座）、位于资源宫的水星（新的消息）和日常工作宫的冥王星联系起来。,TRUE,2023-08,狮子座
262,土星,7,狮子座,,土星已经永远离开了——2023年3月7日离开，直到2050年才会再次回到你的伴侣宫水瓶座。,TRUE,2023-08,狮子座
263,天王星,10,狮子座,,天王星（都在你的事业宫金牛座）、位于资源宫的水星（新的消息）和日常工作宫的冥王星联系起来。,TRUE,2023-08,狮子座
264,新月,10,狮子座,,"新月（8月16日）和一个令人抓狂的满月（8月30日），你的星盘上同时发生了其他事情——这绝对太棒了！

在8月下半月，尤其是从8月27日开始，夜空中会出现和谐的金三角，将木星和天王星（都在你的事业宫金牛座）、位于资源宫的水星（新的消息）和日常工作宫的冥王星联系起来。",TRUE,2023-08,狮子座
265,满月,10,狮子座,,"满月（8月30日），你的星盘上同时发生了其他事情——这绝对太棒了！

在8月下半月，尤其是从8月27日开始，夜空中会出现和谐的金三角，将木星和天王星（都在你的事业宫金牛座）、位于资源宫的水星（新的消息）和日常工作宫的冥王星联系起来。",TRUE,2023-08,狮子座
266,水星,4,双子座,,水星位于你的家庭宫，所以本月你为改善家庭和家人所做的许多努力都会收获回报，你也会得到保护。,TRUE,2023-09,双子座
267,天王星,4,双子座,,天王星将与你的守护星水星在你的家庭宫位甜蜜相合，所以你可能会参加某个家庭活动，朋友们也会被邀请。,TRUE,2023-09,双子座
268,太阳,12,天秤座,,太阳和新月在你的第十二宫也会强烈提升你的直觉，所以倾听内心的声音很重要——有助于你做出正确的决定。,TRUE,2023-09,天秤座
269,天王星,2,天秤座,,天王星位于你的财务宫，因此在九月的第一周，你可能会收到来自某人甚至是政府的支票，这是你始料未及的，但你收到肯定很高兴。,TRUE,2023-09,天秤座
270,金星,10,天蝎座,,金星从7月22日在狮子座开始逆行后，将于9月3日在转为顺行，这次巡行发生在你的第十宫事业宫中。,TRUE,2023-09,天蝎座
271,火星,11,射手座,,火星位于天秤座，你的第十一宫友谊宫里，天秤座是一个跟你们火象星座相处和谐的风象星座。,TRUE,2023-09,射手座
272,新月,6,射手座,,新月很特别，因为它会发生在你星盘的顶端，并且会和位于你的第六宫日常工作宫金牛座里的天王星（惊喜）密切联系。,TRUE,2023-09,射手座
273,冥王星,7,巨蟹座,,冥王星在你的伴侣宫，但离你的财务第八宫很近，冥王星可能会带来配偶或商业伙伴的帮助，也会带来好的财务消息——在9月14日之后的几天里，你可能会收到一大笔钱。,TRUE,2023-09,巨蟹座
274,金星,10,摩羯座,,金星掌管你的事业宫（天秤），而它正造访你的第8宫财务宫（狮子座），所以如果你一直在等待一张支票，或解决某个财务事宜，那么到了9月3日之后你将看到进展。,TRUE,2023-09,摩羯座
275,满月,10,水瓶座,,满月，就发生在你的事业宫，这次满月将得到木星的助力，所以，你可能会得到工作方面的好消息。,TRUE,2023-09,水瓶座
276,月亮,4,双子座,,月亮（你的家庭宫）与来自金牛座的木星（你的隐秘宫）的光芒连接起来，同时也会延伸到位于摩羯座的太阳（你的第八宫变革宫）。,TRUE,2023-12,双子座
277,月亮,8,双子座,,月亮（你的家庭宫）与来自金牛座的木星（你的隐秘宫）的光芒连接起来，同时也会延伸到位于摩羯座的太阳（你的第八宫变革宫）。,TRUE,2023-12,双子座
