id,planet_a,planet_b,aspect_type,reading,is_positive,source_month,source_sign
160,水星,冥王星,三分相,冥王星在巨蟹座的伴侣宫——摩羯座，几近接近水瓶座，与天秤座内的水星呈现友好的三分相，有伴侣的巨蟹座，也会十分愿意伴你同行。,TRUE,2022-09,巨蟹座
161,海王星,满月,合相,双鱼座的守护星海王星正同满月合相，因此你会喜欢某个有着清晨薄雾的地方，例如英国或爱尔兰的乡村，或在美国新英格兰的南塔吉特或旧金山。,TRUE,2022-09,摩羯座
162,海王星,满月,合相,"

这个满月还与海王星合相，所以如果你正在买、卖艺术品，也可以放在这次满月前后进行交易。",TRUE,2022-09,水瓶座
163,天王星,满月,六分相,但无论如何，我还是很爱这个满月，因为它与天王星成六分相（和谐相位）。,TRUE,2022-09,水瓶座
164,海王星,满月,合相,"

海王星将与满月合相，所以你收到的钱也可能与一件精彩的艺术品或音乐、插图、照片、电影、诗集，你作为演员、编舞、电影摄影师的工作，或最近参与的其他创造性活动有关。",TRUE,2022-09,狮子座
165,太阳,天王星,六分相,代表惊喜的天王星，将与太阳（神圣的三分相）及9月10日双鱼座的满月（可爱的六分相）形成理想的相位，所以很有可能，一个惊喜会突然出现。,TRUE,2022-09,白羊座
166,海王星,满月,合相,这次满月会和海王星形成合相，生活就像大梦一场——你会觉得自己仿佛进入了迷人的平行宇宙。,TRUE,2022-09,金牛座
167,木星,冥王星,六分相,"

另外，目前在白羊座的好运之星木星，将与在你代表财务的第八宫的强大冥王星形成分离的六分相相位。",TRUE,2022-10,双子座
168,太阳,火星,三分相,如果你确实遇到了问题，对你有利的双子座的火星会赶来帮忙，向太阳和满月发出一个分离相位的三分相（和谐的）。,TRUE,2022-10,双子座
169,火星,土星,三分相,土星目前位于水瓶座，即掌管你秘密的宫位，与火星成三分相，意味着你所采取的行动会是坚定，积极和具有长期效果的，会有助于稳定事态。,TRUE,2022-10,双鱼座
170,冥王星,满月,六分相,"

10月9日的白羊座满月会跟冥王星成非精确的六分相，这是一个可以给人带来机遇的相位。",TRUE,2022-10,处女座
171,太阳,金星,三分相,目前正在双子座（你的旅行宫）长期行运的火星将会向天秤座的太阳和金星发射三分相的连接，所以旅行会很有意思，而如果你是去出差，那就会很有收获。,TRUE,2022-10,天秤座
172,太阳,月亮,合相,两个食相中，11月8日的食相更加艰难，因为位于金牛座的意外之星天王星与月亮紧密合相并与太阳对冲。,TRUE,2022-10,天蝎座
173,太阳,冥王星,三分相,无论这个浪漫的周末在你身上发生了什么，似乎都会对你产生不错的影响，因为掌管着变革和复兴的冥王星会和太阳以及满月形成一个错位星座的大三角（这代表着和谐），所以这个周末你一定会感觉到被爱和幸福包围。,TRUE,2022-10,射手座
174,太阳,金星,三分相,而且火星与土星还跟太阳及金星成有利相位，一个非常优雅、和谐“金三角”。,TRUE,2022-10,水瓶座
175,太阳,金星,合相,"

与此同时，你的守护星太阳将照亮你短途旅行的第三宫，并与美丽幸福的金星相合。",TRUE,2022-10,狮子座
176,木星,满月,合相,"

因为木星在白羊，会和满月有合相，因此我会觉得消息都会不错。",TRUE,2022-10,白羊座
177,太阳,月亮,三分相,"

火星将与在天秤座的水星有友好相位，与在前几°天蝎座的太阳和月亮形成反角度三分相。",TRUE,2022-10,白羊座
178,太阳,木星,三分相,"

（专业占星家注意:太阳和落入射手座2°的新月在11月23日新月时，将与行运于双鱼座29°的木星成三分相。",TRUE,2022-11,双鱼座
179,太阳,水星,合相,多变又刺激的天王星与柔软的满月相合，同时对冲太阳、你的主星水星、金星。,TRUE,2022-11,处女座
180,太阳,木星,三分相,"

11月最开心的日子是11月20日，太阳与木星三分相，说明这天非常和谐，还可能得到财务收获。",TRUE,2022-11,处女座
181,天王星,满月,合相,使这次月食如此不和谐的是天王星这个被公认最变化无常和不可预测的行星将与这次满月月食紧密合相——天王星将在金牛座17°。,TRUE,2022-11,天秤座
182,火星,土星,三分相,火星是能量之星，它将会给土星发出甜蜜的三分相信号，并点亮你的第五宫创意宫到你掌管旅行、国际关系、进出口、媒体、学院和大学的第九宫。,TRUE,2022-11,天秤座
183,天王星,满月,合相,天王星将与满月合相，带来生活的巨大震动，带来家庭的突然变化，你可能不得不搬家或装修，或者女性家人突然需要帮助。,TRUE,2022-11,天蝎座
184,月亮,天王星,合相,"

位于金牛座17度的天王星将会与同样落在金牛座17度的满月形成紧密的合相，增加了一个不和谐的音符，因为月亮掌管着你的第五宫，而第五宫包括信用卡，税务，银行账单，贷款，保险，继承等等，所以你需要密切的关注自己的各种账单以防身份被盗用。",TRUE,2022-11,射手座
185,水星,土星,合相,"

你可能想在11月28日开始着手圣诞购物，因为29日水星将与提倡节俭的土星呈合相。",TRUE,2022-11,巨蟹座
186,太阳,天王星,合相,象征完全出乎意料、混乱、叛逆、和突然的天王星，将与本次满月紧密合相（都在16-17度之间），并直接对冲天蝎座17度的太阳。,TRUE,2022-11,摩羯座
187,太阳,天王星,合相,这个金牛座满月将与水瓶座的主星天王星合相，且与正在天蝎座17度位置的太阳精确对冲。,TRUE,2022-11,水瓶座
188,木星,冥王星,六分相,"

有件值得高兴的事：本月，木星及冥王星这两颗与钱有关的行星会一直成六分相（有利相位）。",TRUE,2022-11,水瓶座
189,太阳,天王星,合相,"

天王星代表混乱、不可预知和怪异的事件和行为，它将在你的名誉和荣誉宫里与温柔的满月相合，并对冲位于你家庭宫的太阳。",TRUE,2022-11,狮子座
190,太阳,天王星,合相,天王星会和满月形成合相，同时对分太阳，因此你处理事情的方式也许会给内心留下疤痕，所以要格外小心。,TRUE,2022-11,金牛座
191,太阳,水星,三分相,"

海王星和太阳、水星、金星形成了优雅的三分相，这个相位是解决困局的关键。",TRUE,2022-11,金牛座
192,太阳,天王星,对分相,另外，因为太阳和天王星形成对分相，你可能会考虑——或者被迫——突然决定更换住址。,FALSE,2022-11,金牛座
193,木星,海王星,合相,海王星也位于双鱼座，正与木星同行，二者非常接近（没有合相，但轨道很靠近，我是指数学意义上的）。,TRUE,2022-12,双子座
194,太阳,火星,六分相,"

土星在你的第九宫，与满月和火星呈可爱的完美三分相，也与太阳形成六分相，这将为你在以下的一个或多个领域带来益处：媒体（作为故事的主角或作为作品的作者或制作人），你的辩护（如果涉及什么法律诉讼），或你的海外关系和海外市场，这应该是个很好的利益所得。",TRUE,2022-12,双子座
195,土星,满月,三分相,"

我喜欢这次满月，因为土星会与满月成三分相，而三分相是占星中最和谐最美妙的相位。",TRUE,2022-12,双鱼座
196,太阳,水星,合相,新月与太阳合相，同时金星（幸福和爱情）、水星（信息和旅行）、你的守护星冥王星（贵重的礼物和金钱）都相伴在侧。,TRUE,2022-12,天蝎座
197,金星,海王星,六分相,12月28日，摩羯座的金星和双鱼座的海王星精确呈有利的六分相，让你放松享受这个假日的社交时光。,TRUE,2022-12,天蝎座
198,火星,满月,合相,火星将会和柔和的满月合相，所以看起来你似乎非常想要做出某个决定——而且似乎你是被迫做出的决定。,TRUE,2022-12,射手座
199,土星,满月,三分相,然而，本次双子座满月却与土星呈极佳相位（一个和谐的三分相），所以，巨蟹可能获得一大笔资金，比如佣金、办税、服务费、年终奖、高价出售，等等。,TRUE,2022-12,巨蟹座
200,水星,金星,合相,"哟~这真是太美好了！

12月29日，水星将会在摩羯座与金星相合，同时开始逆行，直到1月18日，但是没有什么可以抑制你的幸福。",TRUE,2022-12,摩羯座
201,太阳,土星,六分相,"

现在让我们来看看12月12日，太阳和你的主宰，土星将会形成决定性的，积极的相位（六分相，这意味着机会）。",TRUE,2022-12,摩羯座
202,太阳,火星,合相,"

火星将与满月相合相，与太阳对冲，而你的守护星是太阳。",TRUE,2022-12,狮子座
203,木星,海王星,合相,木星将和位居十二宫的海王星形成非常精准的合相位，这是非常特别和少见的一个相位，让你们得以想出非常具有创意的想法，甚至你们会对自己最终的成果感到震惊。,TRUE,2022-12,白羊座
204,太阳,土星,六分相,温和的太阳将会和代表着提供机会的土星形成六分相。,TRUE,2022-12,白羊座
205,火星,满月,合相,"

火星在双子座，他会和满月形成合相。",TRUE,2022-12,金牛座
206,木星,冥王星,六分相,"

木星和冥王星形成了六分相，但这个六分相跨了星座。",TRUE,2022-12,金牛座
207,太阳,火星,对分相,火星和太阳形成对分相位，房租、贷款或者为家人花的钱可能就已经耗费了大部分的收入。,FALSE,2022-12,金牛座
208,木星,冥王星,合相,冥王星将与木星处于一个理想的位置，形成一个六合相位喻示着机会——这是一个相当重要的相位，对于那些了解占星术的人来说，它不是个精准成相的相位，而是一个近似的跨星座的六合。,TRUE,2023-01,双子座
209,火星,新月,三分相,火星对这次新月可谓是鼎力支持，所成的三分相正是大吉相位，这将让你推进搬家、装修、维修维护等相关事宜，或者享受跟家人一起的时光。,TRUE,2023-01,双鱼座
210,木星,冥王星,六分相,它所在的第八宫掌管佣金、版税、授权费、奖金、业绩提成等，木星与冥王星构成跨星座六分相（木星在白羊座4°、冥王星在摩羯座28°），这两颗星体对话时，往往带来大笔钱财。,TRUE,2023-01,处女座
211,火星,新月,三分相,火星与新月构成三分相，占星上最好的相位，因为火星又在你星盘第十宫声名宫，只要你在新任务上努力做事，就可以在业内留下大名——这是你一直等待，想要得到的那种项目。,TRUE,2023-01,处女座
212,太阳,火星,合相,"

另一个显眼的日子是1月29日，届时太阳与火星将形成合相。",TRUE,2023-01,天秤座
213,太阳,火星,六分相,第一个会有太阳和火星参与，是一个六分相。,TRUE,2023-01,射手座
214,冥王星,新月,合相,本次新月会与冥王星跨星座合相。,TRUE,2023-01,摩羯座
215,金星,木星,六分相,在此期间，1月4日是最棒的一天，因为那时的金星六合木星，如果你还在休假，非常适合安排一次浪漫的旅行。,TRUE,2023-01,水瓶座
216,太阳,木星,六分相,"

代表恩赐与好运的木星，将在这个新月和太阳形成理想的六分相（表示机会）。",TRUE,2023-01,狮子座
217,金星,火星,三分相,"

满月后的几天，即1月9日，位于水瓶座的金星（掌管你的一对一伙伴宫）将从位于双子座的爱人火星那收到天堂般的“三分相”（最好的相位之一）。",TRUE,2023-01,狮子座
218,木星,冥王星,六分相,这是一个异常特殊的新月，冥王星与木星形成十分理想的夹角(六合通常表示机会)。,TRUE,2023-01,白羊座
219,太阳,火星,三分相,"

最后，请圈出1月28日至29日的周末，那时太阳和你的守护星火星将形成三分相。",TRUE,2023-01,白羊座
220,太阳,天王星,三分相,第一重好运来自代表惊喜的天王星，1月6日，他会和太阳、满月形成完美的三分相（非常和谐的相位）。,TRUE,2023-01,金牛座
221,金星,木星,合相,可能引人注目的日子是3月1日和2日，届时浪漫的金星和幸运的木星将在2023年形成唯一一次合相。,TRUE,2023-02,双子座
222,土星,新月,合相,土星在水瓶座尾度徘徊，与新月合相。,TRUE,2023-02,双鱼座
223,太阳,土星,合相,"

2月16日将是棘手的一天，土星将与在水瓶座28°的太阳合相。",TRUE,2023-02,天秤座
224,太阳,土星,三分相,双鱼座的土星将与你的太阳成三分相，因此你将比大多数星座更容易接受土星的教导——这里有真正的兼容性。,TRUE,2023-02,天蝎座
225,太阳,火星,三分相,"

保护的能力会来自火星，他会在2月5日（前后加减5天）的时候与太阳和满月形成非常美好的三分相（最积极最和谐的星象）。",TRUE,2023-02,射手座
226,太阳,土星,合相,"在2月14日情人节到来之前，期待这场浪漫的风暴吧！

2月16日土星和太阳的相合，这两颗行星相遇时没有人会喜欢，因为这是一个令人暴躁的合相，可能会影响到情人节，但只是在资金方面。",TRUE,2023-02,巨蟹座
227,太阳,土星,合相,"

2月16日，你的守护星土星将与太阳合相。",TRUE,2023-02,摩羯座
228,太阳,土星,合相,当冰冷的土星与熊熊燃烧的太阳合相时，犹如冰火两重天，并不美好。,TRUE,2023-02,水瓶座
229,太阳,土星,合相,土星与太阳的合相是令人沮丧的，但它会在两天内消失，如果这段关系很重要，请等几天再讨论你从这个人身上获得的任何细微感受。,TRUE,2023-02,狮子座
230,太阳,火星,三分相,幸运的是，位于你十一宫的火星将向太阳发出一束精致的“三分相”光束（这是最神圣的相位）。,TRUE,2023-02,狮子座
231,金星,海王星,合相,金星和海王星会在双鱼座形成合相，双鱼座是水象星座，和土象星座的你完美融合。,TRUE,2023-02,金牛座
232,火星,土星,合相,在这个月开始的时候，火星会和土星之间有非常友好的互动，创造了稳定的局面，随后在第三周4月19日的时候，火星会和天王星非常接近（精准合相在4月29日），为你带来让你非常吃惊且非常积极的财务发展。,TRUE,2023-03,双鱼座
233,金星,海王星,六分相,"

4月最浪漫的日子是4月7日周五，金星在金牛座，对你来说完美的位置，与双鱼座的海王星构成机会型相位六分相，海王星是高级版本的金星，将金星的爱与快乐带到更崇高、更进步的层面——忘掉自己的需求，将另一个人的幸福放在首位的境界。",TRUE,2023-03,双鱼座
234,金星,冥王星,三分相,"

保持冷静、镇定、集中，因为金星与冥王星三分相，可以帮你创造友善可能还带点儿调情的对话，这样就好很多。",TRUE,2023-03,双鱼座
235,金星,木星,合相,"

3月1日金星与木星相合，非常吉利的星象，说明你到5月中旬之前这几个月可以赚很多钱。",TRUE,2023-03,处女座
236,金星,木星,合相,"# Susan Miller 2023年3月射手座运势

**星座**: 射手座
**年份**: 2023
**月份**: 3
**来源**: Susan Miller 2023年3月星座运势.docx
**提取时间**: 2026-03-28 20:09:16

---

这个月以一个迷人的音符开始——在3月1日和2日的时候金星和木星会形成一年一度的合相。",TRUE,2023-03,射手座
237,海王星,新月,合相,这次新月也将与海王星发生一个不太值得一提的合相(虽然二者很接近)，这意味着巨蟹可以尽情发挥创造力，因为其他人会迫切渴望学习你富有想象力和创造性的解决方案。,TRUE,2023-03,巨蟹座
238,冥王星,新月,六分相,冥王星与新月呈有好的六分相(代表机会)，新月带来的能量变化会让你赚更多的钱。,TRUE,2023-03,巨蟹座
239,太阳,土星,对分相,过去的三年里的某个时刻，土星直接和你出生盘的太阳形成了对分相。,FALSE,2023-03,狮子座
240,月亮,金星,合相,我特别喜欢这个周末，因为凌日月亮将在3月4日进入狮子座，而狮子座和你一样是火象星座，非常注重奢华，与金星和木星在白羊座的合相完美契合。,TRUE,2023-03,白羊座
241,金星,木星,合相,"

3月1日和3月2日（3日、4日、5日仍在持续），你的守护星金星会和代表好运的木星形成合相，这个月可能会浪漫而迷人，金星和木星的合相会为此定下基调（这个相位也可能会给你带来丰厚的财务收入）。",TRUE,2023-03,金牛座
242,太阳,木星,合相,这方面的证据可能会在今年最幸运的一天，即4月11日揭晓，届时木星正好与太阳相合相。,TRUE,2023-04,双子座
243,金星,冥王星,三分相,金星，此时刚刚进入双子座，跟水瓶座的冥王星刚好形成度数足够紧密的三分相，金星会用其诱人的魅力消解掉冥王的影响。,TRUE,2023-04,双子座
244,土星,新月,六分相,"

土星与此次新月食相成六分相，因此与这位新客户的关系可能会持续很久。",TRUE,2023-04,双鱼座
245,太阳,木星,合相,好运的木星每年都会与太阳合相一次，从而产生了这个壮丽美好的日子。,TRUE,2023-04,天秤座
246,金星,冥王星,三分相,金星栖息在你的第九宫，也在观察冥王星的不良行为，她会向冥王星发送贴心的信息，于是他们将会形成一个三分相，这可能是一个意味着巨大和谐的最佳相位。,TRUE,2023-04,天秤座
247,火星,土星,三分相,火星在巨蟹座，与双鱼座内的土星呈现友好和谐的三分相，所以，巨蟹本次满月期间的决策和行动将让你的生活更稳定，为你带来安全感。,TRUE,2023-04,巨蟹座
248,金星,冥王星,三分相,这对金星来说很容易实现——她非常美丽，并且金星将与冥王星形成三分相（距离冥王星120度），这被认为是崇高的相位，她将能够得到冥王星充分和热情的关注。,TRUE,2023-04,我一直在写你的星座
249,月亮,木星,合相,实际上由于木星和新月合相（月亮也掌管你的伴侣宫），此人也许会对解决冥王星带来的财务挑战相当有帮助。,TRUE,2023-04,摩羯座
250,太阳,木星,合相,"

4月11日是今年最幸运的一天，那时的木星与太阳在水瓶座的第三宫合相，即掌管短途旅行的宫位。",TRUE,2023-04,水瓶座
251,金星,冥王星,三分相,这对金星来说很容易实现——她非常美丽，并且金星将与冥王星形成三分相（距离冥王星120度），这被认为是崇高的相位，她将能够得到冥王星充分和热情的关注。,TRUE,2023-04,狮子座
252,太阳,木星,合相,"

这次的满月是快乐的，因为代表幸福和好运的木星，将和太阳有四度之差的合相-同时与天秤座的满月有不错的夹角。",TRUE,2023-04,白羊座
253,太阳,木星,合相,这方面的证据可能会在今年最幸运的一天，即4月11日揭晓，届时木星正好与太阳相合相。,TRUE,2023-04,苏珊米勒2023年4月双子座
254,金星,冥王星,三分相,金星，此时刚刚进入双子座，跟水瓶座的冥王星刚好形成度数足够紧密的三分相，金星会用其诱人的魅力消解掉冥王的影响。,TRUE,2023-04,苏珊米勒2023年4月双子座
255,太阳,木星,合相,在这无比美妙的一天，象征赐福与幸运的木星，与太阳完美合相，这是一年只有一次的盛事，每年日木合相都发生在不同的星座，而在你星盘上就体现为不同的宫位。,TRUE,2023-04,苏珊米勒2023年4月双鱼座
256,土星,新月,六分相, 土星与此次新月食相成六分相，因此与这位新客户的关系可能会持续很久。,TRUE,2023-04,苏珊米勒2023年4月双鱼座
257,太阳,木星,合相,好运的木星每年都会与太阳合相一次，从而产生了这个壮丽美好的日子。,TRUE,2023-04,苏珊米勒2023年4月天秤座
258,金星,冥王星,三分相,金星栖息在你的第九宫，也在观察冥王星的不良行为，她会向冥王星发送贴心的信息，于是他们将会形成一个三分相，这可能是一个意味着巨大和谐的最佳相位。,TRUE,2023-04,苏珊米勒2023年4月天秤座
259,太阳,木星,合相,这可是不小的成就，所以你的职位会越来越高！ 4月11日是年度幸运日，幸运和恩赐的使者木星，与太阳相合，这是一年一度的日木合相（每年都在不同的宫位相合）。,TRUE,2023-04,苏珊米勒2023年4月巨蟹座
260,火星,土星,三分相,火星在巨蟹座，与双鱼座内的土星呈现友好和谐的三分相，所以，巨蟹本次满月期间的决策和行动将让你的生活更稳定，为你带来安全感。,TRUE,2023-04,苏珊米勒2023年4月巨蟹座
261,月亮,木星,合相,实际上由于木星和新月合相（月亮也掌管你的伴侣宫），此人也许会对解决冥王星带来的财务挑战相当有帮助。,TRUE,2023-04,苏珊米勒2023年4月摩羯座
262,太阳,木星,合相, 4月11日是今年最幸运的一天，那时的木星与太阳在水瓶座的第三宫合相，即掌管短途旅行的宫位。,TRUE,2023-04,苏珊米勒2023年4月水瓶座
263,太阳,木星,合相, 这次的满月是快乐的，因为代表幸福和好运的木星，将和太阳有四度之差的合相-同时与天秤座的满月有不错的夹角。,TRUE,2023-04,苏珊米勒2023年4月白羊座
264,太阳,木星,合相,这一天，木星会和太阳形成合相，这是一年一度的大事，每年，日木合相都会发生在星盘当中不同的星座、不同的宫位。,TRUE,2023-04,苏珊米勒2023年4月金牛座
265,金星,冥王星,三分相, 还有一点很神奇，你的守护星金星会和冥王星形成完美的三分相（可能是最和谐的相位），这样的星象表明，可能会收获幸福的结果。,TRUE,2023-04,苏珊米勒2023年4月金牛座
266,金星,冥王星,三分相,"

还有一点很神奇，你的守护星金星会和冥王星形成完美的三分相（可能是最和谐的相位），这样的星象表明，可能会收获幸福的结果。",TRUE,2023-04,金牛座
267,太阳,天王星,合相,如前所述，这次满月有天王星，这颗行星是不可预知的，是你从未想象过的意外事件，会与太阳相合。,TRUE,2023-05,双子座
268,太阳,天王星,合相,位于金牛座的天王星与太阳紧密合相，两者都会精准对冲并且挑战温柔的天蝎座满月。,TRUE,2023-05,双鱼座
269,太阳,冥王星,三分相,冥王星在你星盘工作任务宫与太阳和新月构成跨星座的三分相，非常和谐的星象。,TRUE,2023-05,处女座
270,太阳,天王星,合相,不可预测且叛逆的天王星将与太阳合相，并直接与满月月食对冲。,TRUE,2023-05,天秤座
271,木星,土星,六分相,"

土星和木星在往六分相（一个意味着机遇的可爱相位）的方向前进，以便在6月19日形成完美的角度。",TRUE,2023-05,天秤座
272,太阳,天王星,合相,"

没有人会喜欢这次月食，因为天王星会和太阳形成合相，对分情绪饱满的满月。",TRUE,2023-05,天蝎座
273,木星,冥王星,四分相,冥王星在5月17日的时候刑克木星，并且会在接下来的几个月里持续靠近，这表明你的商业策略将不得不在前进的过程中逐步做出调整。,FALSE,2023-05,射手座
274,太阳,天王星,合相,"

让5月5日的月食压力加倍的，还有天王星与太阳相合，二者与满月呈对冲相位。",TRUE,2023-05,巨蟹座
275,金星,土星,三分相,最重要的是，金星会和土星形成三分相，增添了长期、稳定的感觉。,TRUE,2023-05,金牛座
276,水星,天王星,合相,水星将与金牛座的天王星相合，由于水星会发挥主导作用，所以会有一个惊喜的事情发生。,TRUE,2023-06,双子座
277,木星,土星,六分相,"

6月19日，行运于双鱼座的土星和行运于金牛座7度的木星成六分相，金色的能量充盈着整个6月。",TRUE,2023-06,双鱼座
278,木星,土星,六分相,木星在金牛座与双鱼座的土星构成稀有的六分相（代表机会），这个相位只在今年6月19日发生，之后许多年不再有。,TRUE,2023-06,天蝎座
279,火星,木星,四分相,"# Susan Miller 2023年6月巨蟹座运势

**星座**: 巨蟹座
**年份**: 2023
**月份**: 6
**来源**: Susan Miller 2023年6月星座运势.docx
**提取时间**: 2026-03-28 20:09:17

---

行星的情绪似乎很奇怪，有三颗行星在固定宫星座内，形成了T型四分相，火星与冥王星对冲，二者都在金融宫内，且都和木星形成四分相，所以当下，钱似乎是一个很难解决的问题。",FALSE,2023-06,巨蟹座
280,木星,土星,六分相,"

木星象征着好运，而土星是着眼长远获益的星体，它们将构成一个罕见、友好（六合）的结构，这意味着一个即将到来的突破或机会。",TRUE,2023-06,摩羯座
281,水星,天王星,合相,水星和天王星在满月期间合相，会激发你们的购物欲，听起来还是一个不错的过程，所以还是好好规划自己的日程，享受当下。,TRUE,2023-06,白羊座
282,太阳,水星,六分相,木星将同时与强大的太阳还有你的守护星水星形成良好的相位（六分相），我特别热衷于看到水星成为这组相位的一部分，因为水星是你的守护星，而你的守护星对你来说总是比其他大多数星座更有分量——水星是有责任照顾你的行星。,TRUE,2023-07,双子座
283,天王星,冥王星,三分相,"

另外，到月底，天王星将处于接触冥王星的理想位置，所以你可能会得到一笔意外之财，因为天王星越来越接近与之形成精确的三分相。",TRUE,2023-07,双子座
284,火星,土星,对分相,"

7月20日，火土对冲，因此处女座火星可能会试图引诱你快速开始某项合作，但土星会强迫你慢下来，敦促你认真检查所有细节。",FALSE,2023-07,双鱼座
285,太阳,木星,六分相,"

满月之前还有个好星象，7月1日太阳和好运木星呈吉相（六分相，意味着机遇），这个星象出现在满月前两天，但因为木星走得慢，这个华丽的星象和满月的能量会叠加。",TRUE,2023-07,处女座
286,太阳,木星,六分相,由于太阳在你的第十宫事业发展宫，与好运的木星形成有爱的六分相，你可能会收到一份慷慨的补偿协议，很可能是底薪加上奖金或佣金。,TRUE,2023-07,天秤座
287,天王星,冥王星,三分相,"

不过8月1日的满月还有很多别的，惊喜之星天王星也不都是坏的——天王星靠近与冥王星的三分相，这个星象自1921到1922年以来就没出现过。",TRUE,2023-07,天蝎座
288,火星,木星,三分相,"

8月1日满月比较紧张的方面——通常来说都是告诉我们一些事情要迎来结果——带来了位于处女座的火星和位于金牛座的木星之间和谐美丽的大三角，并且木星会出现在你的工作日常宫里。",TRUE,2023-07,射手座
289,太阳,满月,三分相,两者都与太阳和满月呈和谐相位，与其他行星也十分友好。,TRUE,2023-07,巨蟹座
290,天王星,冥王星,合相,到了7月底，也是这十年来首度，目前正在摩羯座内的冥王星与你那掌管爱情、子女、创意表达的第5宫金牛座内的天王星，进入了具有数学意义的三合相位范围内。,TRUE,2023-07,摩羯座
291,火星,木星,三分相,"

我非常推荐你在8月1日周二去度假，彼时在处女座的火星将同金牛座内的木星能量构成三分相——你的假期会非常快乐。",TRUE,2023-07,摩羯座
292,太阳,土星,六分相,停留在双鱼座的土星与停留在巨蟹座的太阳及摩羯座满月成六分相。,TRUE,2023-07,水瓶座
293,天王星,冥王星,三分相,到了本月末，冥王星将与天王星成三分相，这是近十年来首次成相，下次则要等到2026年7月18日。,TRUE,2023-07,水瓶座
294,天王星,冥王星,三分相,"

由于位于你职业宫位的天王星和位于你日常工作宫位的冥王星之间的罕见合作（天堂般的三分相），你在展示自己才华、表达自己品味和创造力的同时，感到更加自由和自信。",TRUE,2023-07,狮子座
295,土星,满月,合相,土星会通过向满月发送令人鼓舞的信息、有帮助的六合相位来做到这一点，土星确保你承担的新职业角色长久稳定。,TRUE,2023-07,白羊座
296,太阳,土星,三分相,"

土星將与太阳、满月三分相，巩固提升你在行业中的地位，也为家庭稳定添砖加瓦。",TRUE,2023-07,白羊座
297,太阳,土星,三分相,土星会和满月形成美好的相位（两颗星体形成60°的相位，也叫六分相，代表机会），也会和太阳形成三分相（这个星象也象征着至上的和谐）。,TRUE,2023-07,金牛座
298,冥王星,新月,对分相,冥王星和新月形成对分相，因此，你可能会在商谈过程中遇到问题。,FALSE,2023-07,金牛座
299,天王星,冥王星,合相,"

天王星和冥王星移动得很缓慢，因此自 1966年6月二者的盛大合相之后，它们一直没有离得足够近来进行交谈。",TRUE,2023-08,双子座
300,火星,木星,三分相,在 8 月 1 日满月的同一天，行动之星火星将与幸福之星木星呈现完美的三分相，这种罕见而优雅的相位通常一年只发生一次，而且众所周知这个相位有利于采取一些能带来利润的行动。,TRUE,2023-08,天秤座
301,土星,满月,合相,然而，土星将与满月合相，为其定下严肃的基调。,TRUE,2023-08,天蝎座
302,土星,满月,合相,这轮满月将在8月30日的时候与土星合相，这意味着你可能不得不应对水带来的问题。,TRUE,2023-08,射手座
303,月亮,土星,合相,巨蟹的主宰星是月亮，因此土星与满月相合的影响对你，比其他任何星座都更强烈。,TRUE,2023-08,巨蟹座
304,火星,天王星,三分相,多亏了天王星、火星和冥王星的三分相，你可能会离开之前做一笔重大交易，为自己带来可观的利润和佣金。,TRUE,2023-08,巨蟹座
305,天王星,新月,三分相,新月当天，天王星和新月形成严苛相位，但与此同时，新月还被更大的和谐星象包围。,TRUE,2023-08,水瓶座
306,火星,海王星,对分相,好斗的火星在代表共同财产的第八宫运行，8月22日会和海王星形成对分相位，阴云笼罩在金钱问题上。,FALSE,2023-08,水瓶座
307,太阳,金星,合相,此外，即将到来的周末，金星与太阳也有合相，有利于放松。,TRUE,2023-08,白羊座
308,天王星,冥王星,三分相,"

天王星将是这次满月中最重要的行星之一，它将与冥王星形成三分相，这是两颗重量级行星之间罕见而令人难以置信的积极对话。",TRUE,2023-08,白羊座
309,土星,满月,合相,"

8月30日，本月的第二次满月出现在双鱼座7度，而且，这次满月会和土星形成合相。",TRUE,2023-08,金牛座
310,天王星,冥王星,三分相,"

不过，天王星和强大的冥王星会形成三分相，这个相位非常强大，也非常罕见。",TRUE,2023-08,金牛座
311,土星,满月,合相,土星与满月合相，为你此时做出的承诺增添几分严肃的意味。,TRUE,2023-09,双子座
312,太阳,天王星,三分相,"

9月14日的新月发生之时，停留在金牛座的天王星与停留在处女座的太阳及新月精确三分相（吉相）。",TRUE,2023-09,水瓶座
313,土星,满月,合相,"

彼时的土星与满月合相，所以你无法延迟或协商付款，但这似乎如你所料。",TRUE,2023-09,狮子座
314,水星,天王星,三分相,如果家人住得不远就更好了——9月30日周六，水星在处女座，天王星在金牛座，两颗星星形成三分相，特别适合旅行。,TRUE,2023-09,金牛座
315,月亮,木星,合相,木星将与月亮相合，所以看起来变化会增加利润——一大笔钱似乎正在向你涌来。,TRUE,2023-10,双子座
316,金星,天王星,三分相,"

10月31日万圣节应该是今年很突出的日子，金星在处女座与天王星构成甜美的三分相，惊喜之星天王星在金牛座。",TRUE,2023-10,处女座
317,水星,海王星,对分相,不过，水星将与海王星对冲，所以要确保你的伴侣有深入了解自己即将迈入的新事业——还有更多的事实需要挖掘。,FALSE,2023-10,天秤座
318,木星,满月,合相,保持乐观——自带好运的木星和满月之间的合相是一个非常棒的香味，会带来幸福快乐。,TRUE,2023-10,天蝎座
