id,planet_a,planet_b,aspect_type,reading,is_positive,source_month,source_sign
149,天王星,冥王星,合相,7月13日，你的守护星冥王星与满月合相，又给满月增加了一股推动力，一起向天王星传送友谊讯号。,TRUE,2022-07,天蝎座
150,火星,天王星,合相,你需要关注7月31日-8月1日发生的事情，此时能量强大的火星与难以预料的天王星合相。,TRUE,2022-07,天蝎座
151,太阳,冥王星,对分相,冥王星与太阳和新月对冲，会引导着事件向“就这样可以了”的方向发展，哄着你觉得也不差，但是我认为你会按照自己的目标扭转局面，尽管你可能面临竞争或某些（不是全部）大人物的反对。,FALSE,2022-07,天蝎座
152,太阳,天王星,六分相,但是我仍旧坚持我的看法，伴随着天王星和满月之间天堂般的拱相，以及天王星和太阳之间和谐的六分相，出乎意料的财务新闻会让你开心的。,TRUE,2022-07,射手座
153,太阳,月亮,合相,还是30日-31日这个周末，木星将与太阳呈精准合相，二者呈完美三分吉相，这是一个五星级的周末！变化中的月亮在思想丰富的狮子座内，这次你将获得更多幸福的感受。,TRUE,2022-07,巨蟹座
154,火星,天王星,合相,火星与天王星合相容易使家人之间产生冲突，或者搬家公司的人可能会毁坏你很喜欢的某件家具。,TRUE,2022-07,水瓶座
155,水星,木星,三分相,如果需要签署合同，这也是个非常合适的时机，因为届时掌管合同的水星与给人带来幸运的木星成三分相（有利相位）。,TRUE,2022-07,水瓶座
156,金星,天王星,六分相,与此同时，金星六合天王星，如果你正准备在7月31日结婚，可以说是选到了最有爱又最热闹的一天去交换誓词并许下诺言，一同开启全新的生活。,TRUE,2022-07,水瓶座
157,太阳,木星,三分相,这个月最佳周末是7月30-31日，那时太阳在狮子座，木星在白羊座，有和谐相位，爱弥漫在空气中，丘比特和他的小天使们将在上空为你盘旋。,TRUE,2022-07,白羊座
158,金星,火星,六分相,8月2日，金星和火星将会创造机会(六分相，间隔60度)，让那天成为你生命轴上重要的日子。,TRUE,2022-07,白羊座
159,太阳,水星,三分相,因为同天内，不仅在巨蟹座的水星和在双鱼座的海王星有三分相(你从未想过的最佳相位)，太阳在巨蟹座也和在双鱼座的海王星三分相。,TRUE,2022-07,白羊座
160,金星,火星,三分相,金星和火星会在8月2日形成完美的和谐相位，从前一个周末——也就是7月30日和31日——开始，你就会逐渐感受到这个相位带来的强大影响。,TRUE,2022-07,金牛座
161,水星,木星,三分相,7月23日，水星在狮子座，和白羊座的木星形成完美的三分相——你会获得最为和谐的相位。,TRUE,2022-07,金牛座
162,水星,天王星,三分相,如果你要发起一项广告活动或任何以沟通为导向的项目，请在8月16日水星与天王星形成三分相的时候进行。,TRUE,2022-08,双子座
163,金星,木星,三分相,我建议8月18日这个日子，因为金星（代表金钱）将与木星（代表财务丰盈）呈三分相（最佳的和谐）。,TRUE,2022-08,双子座
164,太阳,火星,三分相,此外，太阳和新月将与冥王星形成三分相（和谐的相位），而且冥王星也与过境的火星形成很好的相位，这个时候火星位于双子座。,TRUE,2022-08,双子座
165,太阳,土星,对分相,比土星对冲太阳（太阳是满月的构成部分之一）还难的是，天王星失控，导致与太阳和满月的争斗。,FALSE,2022-08,处女座
166,太阳,天王星,四分相,天王星正在金牛座，位于你的第六宫，会和落在掌管着你长途旅行第九宫里的太阳呈四分相刑克，所以也要尽量避免长途出行。,FALSE,2022-08,射手座
167,太阳,火星,对分相,你会从位于自己第二宫里的冥王星那里获得一些帮助，他会在8月14日的时候对位于你日常工作宫里的火星非常友好，就是太阳和土星对冲的那一天。,FALSE,2022-08,射手座
168,太阳,土星,对分相,这是宇宙正在诉说的密语——土星和太阳的对冲带来疲惫和沮丧，这个星象会影响你在8月11日到8月14日满月期间的出行计划。,FALSE,2022-08,射手座
169,水星,火星,三分相,本次新月，水星这个快乐的聊天小天才，将带头与双子座内的冥王星和火星交谈（二者呈比较宽泛的三分相），这三颗行星将形成神圣又和谐的相位。,TRUE,2022-08,巨蟹座
170,太阳,土星,对分相,土星和太阳的对冲力将在8月14日达到顶峰，满月将影响巨蟹的第八宫，而太阳在你的第二宫。,FALSE,2022-08,巨蟹座
171,太阳,月亮,四分相,天王星同太阳和月亮同时构成了90度角的刑相位——这在任何情况下都是一个具有挑战性的相位。,FALSE,2022-08,摩羯座
172,火星,冥王星,三分相,尽你所能忽略它，因为你的职业生涯将有一个不同的、非常积极的相位，即冥王星与火星的三分相。,TRUE,2022-08,狮子座
173,火星,冥王星,六分相,位于你日常工作宫第六宫的冥王星，也将与双子座的火星形成友好相位（一个轻松和谐的三分相）。,TRUE,2022-08,狮子座
174,太阳,土星,对分相,这一轮满月将会带来一个严肃的气氛，因为土星将会变得非常的激进和满月形成合相，与太阳有对冲相位。,FALSE,2022-08,白羊座
175,水星,木星,合相,而自由职业的白羊，新月会带来一位全新的重要的客户，因为木星和水星合相会让对方出手比较大方，而你们也看起来需要一位中间人，比如代理商或者是猎头，或者是其他的经纪人来带给你职业机会。,TRUE,2022-08,白羊座
176,水星,火星,三分相,这暗示着你们可能会在工作上，有一位非常不错的合作伙伴，关系也非常的融洽，与此同时水星也会给火星发出电波，形成美好的三分相，一切汇总起来看就是水星冥王星，火星这些重磅的行星将会在天空中形成一个黄金大三角，帮你们在工作上脱颖而出。,TRUE,2022-08,白羊座
177,太阳,木星,三分相,7月31日，太阳和木星形成三分相（是最和谐的相位），这个月有个快乐的开始，你会收到家庭事务和家人相关的好消息。,TRUE,2022-08,金牛座
178,天王星,冥王星,三分相,对你来说，这次满月有一个巨大的优势——天王星会和冥王星形成宽泛的三分相（非常和谐的相位）。,TRUE,2022-08,金牛座
179,天王星,冥王星,合相,天王星和冥王星也会形成宽泛的友好相位（2025年才会出现紧密的三分相，但这两颗行星的移动速度非常慢，现在，它们的角度足够接近三分相，已经开始发挥影响，可以给你带来好处）。,TRUE,2022-08,金牛座
180,天王星,冥王星,六分相,天王星和冥王星也会形成宽泛的友好相位（2025年才会出现紧密的三分相，但这两颗行星的移动速度非常慢，现在，它们的角度足够接近三分相，已经开始发挥影响，可以给你带来好处）。,TRUE,2022-08,金牛座
181,水星,冥王星,三分相,处女座新月会把水星放到重中之重的位置上，而这个时候，水星刚进入天秤座，和冥王星形成脱离星座的三分相（一个和谐相位）。,TRUE,2022-08,金牛座
182,金星,火星,六分相,这是个周二，这一天，金星会和她的爱侣火星形成六分相，同时，天王星也会和金星形成六分相。,TRUE,2022-08,金牛座
183,水星,天王星,三分相,8月16日周二，水星和天王星形成三分相，因此，你可能会收到一个电子讯息，这则消息是个惊喜，让你眼前一亮。,TRUE,2022-08,金牛座
184,水星,火星,三分相,你将有机会让家变得更舒适、更有格调，更棒的是，在新月出现时，守护处女座的水星还没有开始逆行，水星将与摩羯座的冥王星和双子座的火星形成完美相位，都是对你很有利的。,TRUE,2022-09,双子座
185,金星,天王星,三分相,与此同时，金星将与天王星形成一个广阔而和谐的三分相——会带来更多惊喜！这个时候，金星仍然在处女座——你星盘中的隐秘宫位，所以我很好奇你是否会有某种财运将来源于一位家庭成员，TA会要求你保守TA的秘密——也许这将是一份非常慷慨的生日礼物或支票。,TRUE,2022-09,天秤座
186,火星,土星,三分相,在9月25日新月的同时，另一个相位也将会形成——在双子座的火星将与在水瓶座的土星呈和谐相位。,TRUE,2022-09,天秤座
187,太阳,火星,合相,随着火星180度对冲你的太阳，你眼下以及接下来几个月里对事物的掌控能力会变弱，所以企图通过控制来维系这段关系是行不通的——互相合作以及谅解才是更好的相处之道。,TRUE,2022-09,射手座
188,水星,冥王星,三分相,冥王星在巨蟹座的伴侣宫——摩羯座，几近接近水瓶座，与天秤座内的水星呈现友好的三分相，有伴侣的巨蟹座，也会十分愿意伴你同行。,TRUE,2022-09,巨蟹座
189,水星,冥王星,合相,冥王星正在摩羯座的尾部，很接近你的收入薪水宫，它将向刚进入天秤座内的水星发出射线，构成跨越星座的三合相位（意味着神圣般的和谐）。,TRUE,2022-09,摩羯座
190,水星,冥王星,三分相,冥王星正在摩羯座的尾部，很接近你的收入薪水宫，它将向刚进入天秤座内的水星发出射线，构成跨越星座的三合相位（意味着神圣般的和谐）。,TRUE,2022-09,摩羯座
191,金星,天王星,三分相,感情方面你会喜欢9月19日那天的，彼时金星同象征意外的天王星构成一个非常甜蜜的三合相位。,TRUE,2022-09,摩羯座
192,太阳,天王星,六分相,代表惊喜的天王星，将与太阳（神圣的三分相）及9月10日双鱼座的满月（可爱的六分相）形成理想的相位，所以很有可能，一个惊喜会突然出现。,TRUE,2022-09,白羊座
193,木星,冥王星,六分相,另外，目前在白羊座的好运之星木星，将与在你代表财务的第八宫的强大冥王星形成分离的六分相相位。,TRUE,2022-10,双子座
194,金星,火星,四分相,但这里有个问题：火星与天秤座守护星金星成困难相位（90°），因此你有可能经历某种损失或者身份被盗用。,FALSE,2022-10,双鱼座
195,太阳,月亮,对分相,满月时候，月亮与太阳成180°对冲，而在此之前的10月8日，周六，月亮会短暂的与木星交流，而奴性就位于掌管金钱的2宫，带来美妙的能量。,FALSE,2022-10,双鱼座
196,火星,土星,三分相,土星目前位于水瓶座，即掌管你秘密的宫位，与火星成三分相，意味着你所采取的行动会是坚定，积极和具有长期效果的，会有助于稳定事态。,TRUE,2022-10,双鱼座
197,太阳,金星,三分相,目前正在双子座（你的旅行宫）长期行运的火星将会向天秤座的太阳和金星发射三分相的连接，所以旅行会很有意思，而如果你是去出差，那就会很有收获。,TRUE,2022-10,天秤座
198,太阳,金星,合相,这个大三分相的形成，是由水瓶座的土星在120°开外给双子座的火星发射友善的光束，搭起了大三角的一边，而土星和火星都将向太阳发出三分相位，金星与天秤座的太阳紧密同行，形成了大三角的另外两条边。,TRUE,2022-10,天秤座
199,太阳,月亮,对分相,两个食相中，11月8日的食相更加艰难，因为位于金牛座的意外之星天王星与月亮紧密合相并与太阳对冲。,FALSE,2022-10,天蝎座
200,太阳,月亮,对分相,随着月亮逐步的迈向10月9日不断的圆起来，她会先进入第五宫并且停下来跟好运气的木星会面，然后才会跟她正在天秤座的爱人太阳挥手，那时候太阳会在天秤座与月亮呈180度，横跨整个夜空相望。,FALSE,2022-10,射手座
201,水星,火星,合相,10月25日的“金三角”会将火星、土星及水星连接在一起，但冥王星却与之相刑，意味着会有障碍出现，比如新的职位可能会有很多出差。,TRUE,2022-10,水瓶座
202,天王星,冥王星,三分相,在2026年的7月份之前，天王星和冥王星都将不会有任何再一次的珍贵的三分相出现了，而现在它们正处在一个精准成效的区间内（8°容许度）。,TRUE,2022-10,白羊座
203,太阳,金星,合相,与此同时，你的守护星金星在伙伴和伴侣关系宫，几乎和太阳连在一起，这样的星象表明你已经做好准备迎接变化，和他人达成关系会让你感觉很好——不管是立刻结成关系还是等待正确的时机。,TRUE,2022-10,金牛座
204,太阳,天王星,四分相,这次食相之所以如此困难，是因为变幻莫测、叛逆暴力的天王星在17度的轨道运行，它将与金牛座的满月在17度相合，并于位于太阳的17度的天蝎座相刑克。,FALSE,2022-11,双子座
205,太阳,水星,四分相,你的守护星水星与天蝎座的太阳呈17度角，会受到天王星的刑克，所以你很可能在和工作相关的地方感受到这股能量。,FALSE,2022-11,双子座
206,太阳,水星,对分相,这次食相的问题在于，满月和天王星都在金牛座16°到17°这个范围，而又同时精准对冲了太阳，以及紧贴太阳的金星和水星，这几颗星都在天蝎座。,FALSE,2022-11,双鱼座
207,太阳,木星,三分相,（专业占星家注意:太阳和落入射手座2°的新月在11月23日新月时，将与行运于双鱼座29°的木星成三分相。,TRUE,2022-11,双鱼座
208,太阳,木星,三分相,11月最开心的日子是11月20日，太阳与木星三分相，说明这天非常和谐，还可能得到财务收获。,TRUE,2022-11,处女座
209,太阳,水星,合相,使这次月食如此不和谐的是天王星这个被公认最变化无常和不可预测的行星将与这次满月月食紧密合相——天王星将在金牛座17°。天王星和这次月食将与在天蝎座17°的太阳形成对冲，而与太阳相伴的还有水星以及你的守护星金星。,TRUE,2022-11,天秤座
210,太阳,水星,对分相,天王星和这次月食将与在天蝎座17°的太阳形成对冲，而与太阳相伴的还有水星以及你的守护星金星。,FALSE,2022-11,天秤座
211,木星,冥王星,三分相,不过话虽如此，好运的木星将与在你家庭宫的掌管财务的强大冥王星呈和谐相位，所以如果你急需钱，似乎你的母亲或父亲会愿意帮你——去问问吧。,TRUE,2022-11,天秤座
212,太阳,天王星,对分相,满月和天王星都位于金牛座，与天蝎座的太阳对冲，此时你无法对事件全盘掌控，尽管有些行星积极有利，但不足以让每件事都得偿所愿。,FALSE,2022-11,天蝎座
213,太阳,金星,合相,金星与新月合相，木星与天蝎座的太阳也完美呈相，所以你一定会被宇宙积极的回应所惊讶到。,TRUE,2022-11,天蝎座
214,月亮,天王星,合相,位于金牛座17度的天王星将会与同样落在金牛座17度的满月形成紧密的合相，增加了一个不和谐的音符，因为月亮掌管着你的第五宫，而第五宫包括信用卡，税务，银行账单，贷款，保险，继承等等，所以你需要密切的关注自己的各种账单以防身份被盗用。,TRUE,2022-11,射手座
215,太阳,天王星,对分相,金牛座里的天王星会和金牛座里的满月合相，并且会一起横跨天空180度与天蝎座里的太阳对冲。,FALSE,2022-11,射手座
216,太阳,水星,合相,土星，是掌管训诫的行星，它嘱咐我们要认真吸取生活中的教训，它将位于太阳（与水星和金星相合）和满月（联合天王星）之间的中心点。,TRUE,2022-11,巨蟹座
217,太阳,天王星,对分相,象征完全出乎意料、混乱、叛逆、和突然的天王星，将与本次满月紧密合相（都在16-17度之间），并直接对冲天蝎座17度的太阳。,FALSE,2022-11,摩羯座
218,太阳,水星,对分相,太阳与金星、水星会合，都在天蝎座内且仅相距几度之遥，因此除了太阳之外，天王星同样对冲了这两颗行星。,FALSE,2022-11,摩羯座
219,太阳,土星,四分相,土星正在水瓶座18度位置，并将同时与天蝎座16度的太阳和金牛座16度的满月月食构成90度刑相位。,FALSE,2022-11,摩羯座
220,月亮,天王星,合相,还有，天王星与月亮合相通常会引发电脑方面的问题，也许你的电脑不会真的出问题，但要注意与电脑连接的那些家用电器是否状态如常，要确保防火墙已经升级到最新版本。,TRUE,2022-11,水瓶座
221,木星,冥王星,六分相,有件值得高兴的事：本月，木星及冥王星这两颗与钱有关的行星会一直成六分相（有利相位）。,TRUE,2022-11,水瓶座
222,太阳,水星,合相,不要冲动，虽然很想做，但最好控制住自己，因为你的主星天王星与满月相合，且与太阳、金星及水星对冲。,TRUE,2022-11,水瓶座
223,太阳,水星,对分相,不要冲动，虽然很想做，但最好控制住自己，因为你的主星天王星与满月相合，且与太阳、金星及水星对冲。,FALSE,2022-11,水瓶座
224,太阳,天王星,合相,天王星代表混乱、不可预知和怪异的事件和行为，它将在你的名誉和荣誉宫里与温柔的满月相合，并对冲位于你家庭宫的太阳。,TRUE,2022-11,狮子座
225,太阳,天王星,对分相,天王星代表混乱、不可预知和怪异的事件和行为，它将在你的名誉和荣誉宫里与温柔的满月相合，并对冲位于你家庭宫的太阳。,FALSE,2022-11,狮子座
226,太阳,月亮,对分相,天王星将与月亮相合，并与太阳对冲，于此同时，位于你的一对一关系宫的土星也会给太阳和月亮增加压力。,FALSE,2022-11,狮子座
227,太阳,天王星,对分相,天王星是一颗代表未料史料未及自由发挥的星星，他也正好落在金牛座17度的位置，并且和在天蝎座17度的太阳有对冲相位，同时和在金牛座17度的满月形成了合相。,FALSE,2022-11,白羊座
228,金星,海王星,三分相,在新月期间还是会有好的方面出现的，在双鱼座22度的海王星与在天蝎座21度的金星之间有三分相。,TRUE,2022-11,白羊座
229,太阳,天王星,合相,天王星代表意外事件，他会和温柔的满月站在一起，天王星和满月都在金牛座，和天蝎座的太阳精准对分。,TRUE,2022-11,金牛座
230,火星,土星,三分相,整个11月，火星在双子座，土星在水瓶座，两颗星星一直有着可爱的三分相（非常和谐），这个相位说明你不仅能找到新的收入来源，而且收入来源还很稳定。,TRUE,2022-11,金牛座
231,太阳,火星,六分相,土星在你的第九宫，与满月和火星呈可爱的完美三分相，也与太阳形成六分相，这将为你在以下的一个或多个领域带来益处：媒体（作为故事的主角或作为作品的作者或制作人），你的辩护（如果涉及什么法律诉讼），或你的海外关系和海外市场，这应该是个很好的利益所得。,TRUE,2022-12,双子座
232,水星,木星,三分相,"万幸的是，水星正与幸运的、有益的木星呈 ""三合""相位（这是个极好的相位），这将保护你的声誉和财务，因为水星现在正在你代表财务的第八宫旅行。",TRUE,2022-12,双子座
233,太阳,水星,合相,新月与太阳合相，同时金星（幸福和爱情）、水星（信息和旅行）、你的守护星冥王星（贵重的礼物和金钱）都相伴在侧。,TRUE,2022-12,天蝎座
234,金星,海王星,六分相,12月28日，摩羯座的金星和双鱼座的海王星精确呈有利的六分相，让你放松享受这个假日的社交时光。,TRUE,2022-12,天蝎座
235,太阳,土星,六分相,现在让我们来看看12月12日，太阳和你的主宰，土星将会形成决定性的，积极的相位（六分相，这意味着机会）。,TRUE,2022-12,摩羯座
236,水星,金星,合相,12月29日，水星将会在摩羯座与金星相合，同时开始逆行，直到1月18日，但是没有什么可以抑制你的幸福。,TRUE,2022-12,摩羯座
237,太阳,土星,六分相,12月12日那天正在射手座的太阳与正在水瓶座的土星六合，虽然那天是个周一，但它的影响在10-11的周末就会显现，这是个非常利于社交的相位，你可能会给人留下不可磨灭的印象。,TRUE,2022-12,水瓶座
238,木星,海王星,合相,木星将和位居十二宫的海王星形成非常精准的合相位，这是非常特别和少见的一个相位，让你们得以想出非常具有创意的想法，甚至你们会对自己最终的成果感到震惊。,TRUE,2022-12,白羊座
239,金星,海王星,六分相,12月28日，金星会和海王星形成六分相，这个相位优雅且情意绵绵，会让你产生深刻的爱意，也会让你获得温柔、闲适的心态。,TRUE,2022-12,金牛座
240,太阳,木星,合相,在你的日历上圈出1月24日这一天，届时水瓶座的太阳将与白羊座的木星相合作——这一天，事情应该以一种神奇的方式让你开心。,TRUE,2023-01,双子座
241,木星,冥王星,合相,冥王星将与木星处于一个理想的位置，形成一个六合相位喻示着机会——这是一个相当重要的相位，对于那些了解占星术的人来说，它不是个精准成相的相位，而是一个近似的跨星座的六合。,TRUE,2023-01,双子座
242,太阳,天王星,三分相,活跃的天王星和太阳与满月都成和谐相位，可能会有惊喜，亦或是来场说走就走的旅行，令人回味良久。,TRUE,2023-01,双鱼座
243,木星,冥王星,六分相,它所在的第八宫掌管佣金、版税、授权费、奖金、业绩提成等，木星与冥王星构成跨星座六分相（木星在白羊座4°、冥王星在摩羯座28°），这两颗星体对话时，往往带来大笔钱财。,TRUE,2023-01,处女座
244,太阳,火星,合相,1月28-29日，你会度过一个闪耀的周末，届时火星在你的第九宫旅行宫，与巨大的太阳完美合相。,TRUE,2023-01,天秤座
245,太阳,木星,三分相,1月有两个日期需要格外注意，可以在月历上标注出来，1月24日，太阳和木星呈完美相位。,TRUE,2023-01,巨蟹座
246,太阳,火星,三分相,1月29日，太阳与火星呈完美相位，这是展示过去几周/几个月巨蟹座的战略成果的理想时机。,TRUE,2023-01,巨蟹座
247,金星,木星,六分相,在此期间，1月4日是最棒的一天，因为那时的金星六合木星，如果你还在休假，非常适合安排一次浪漫的旅行。,TRUE,2023-01,水瓶座
248,金星,火星,三分相,满月后的几天，即1月9日，位于水瓶座的金星（掌管你的一对一伙伴宫）将从位于双子座的爱人火星那收到天堂般的“三分相”（最好的相位之一）。,TRUE,2023-01,狮子座
249,太阳,天王星,三分相,第一重好运来自代表惊喜的天王星，1月6日，他会和太阳、满月形成完美的三分相（非常和谐的相位）。,TRUE,2023-01,金牛座
250,木星,冥王星,六分相,冥王星在摩羯座尾度（28°），和白羊座4°的木星形成六分相，我也非常喜欢这个相位，它能给你带来闪闪发光的机遇。,TRUE,2023-01,金牛座
251,太阳,火星,六分相,1月27日到1月30日也非常适合谈工资——火星在双子座和强大的太阳形成非常理想的支持相位（实际上，这一相位的能量巅峰在1月29日周日，但周末之前同样能感受到它的影响）。,TRUE,2023-01,金牛座
252,太阳,土星,合相,"土星将与太阳相合，这可能是一个积极的相位，如果你正在准备订婚，对你的伴侣本人有更稳定的白描，爱你这位未来的配偶的全部面向，因为你可能没有办法去 ""改善""他们。",TRUE,2023-02,双子座
253,金星,海王星,合相,另一方面，金星将在2月15日与海王星相合，这足以为情人节增添迷人的浪漫色彩，因为这两颗行星将在14日期间逐渐增强实力。,TRUE,2023-02,双子座
254,月亮,土星,合相,尽管土星形成的度数很宽松，没有紧密地与月亮对冲，但也在10度之内，我不建议你在2月初签订合同，但在这个月中我有非常好的一天供你签署文件。,TRUE,2023-02,双子座
255,月亮,土星,对分相,第三宫（满月在你星盘中的位置）也守护着你的姐妹、兄弟、表妹和邻居等关系，由于土星与月亮对冲，你的某个亲戚可能会遇到不佳的天气或者需要帮助。,FALSE,2023-02,双子座
256,太阳,土星,合相,虽然土星还要几周才到双鱼座，但2月19日的双鱼座新月会点亮你的1宫，1宫象征自己，性格以及精力，包括自己的欲望和目标，而此次新月又会与太阳和土星相合。,TRUE,2023-02,双鱼座
257,太阳,天王星,四分相,2月5日的满月吉凶参半，因为象征叛逆，冲动和以外的天王星，会与太阳和满月同时成困难相位。,FALSE,2023-02,双鱼座
258,水星,火星,合相,火星的小老弟水星最近也逆行了，从2022年12月29日至2023年1月18日，因此1月初，各种事情堵车搬拥在一起，很难得见到什么进展。,TRUE,2023-02,双鱼座
259,金星,海王星,合相,而当金海合相（很快就到），海王星能够把金星的爱提升到更高境界，灵性，超凡以及异常美丽。,TRUE,2023-02,双鱼座
260,太阳,土星,合相,土星几乎与太阳对冲与满月相合（但容许度较大），说明你的工作量很大，需要团队的每个人彼此支持提供助力——可坦白讲，天王星与太阳和满月相位紧张，有可能是下属引发的冲击。,TRUE,2023-02,处女座
261,太阳,天王星,对分相,上述一个领域可能引发你的关注，因为天王星与太阳和满月构成冲突相位，带来意想不到的阻碍。,FALSE,2023-02,处女座
262,金星,海王星,合相,现在我来说说同步发生的一个可爱相位：主宰爱与欢乐的你的守护星金星将与海王星相合，海王星被称为比金星“高八度的音阶”。,TRUE,2023-02,天秤座
263,太阳,土星,三分相,双鱼座的土星将与你的太阳成三分相，因此你将比大多数星座更容易接受土星的教导——这里有真正的兼容性。,TRUE,2023-02,天蝎座
264,太阳,火星,三分相,保护的能力会来自火星，他会在2月5日（前后加减5天）的时候与太阳和满月形成非常美好的三分相（最积极最和谐的星象）。,TRUE,2023-02,射手座
265,太阳,土星,合相,土星可能会像一张湿毯子一样，因为土星本身是又冷又冰的行星，所以当他和炎热的太阳合相的时候可能会让人抓狂。,TRUE,2023-02,射手座
266,太阳,土星,合相,2月16日土星和太阳的相合，这两颗行星相遇时没有人会喜欢，因为这是一个令人暴躁的合相，可能会影响到情人节，但只是在资金方面。,TRUE,2023-02,巨蟹座
267,太阳,土星,合相,我说，不，现在不是因为一月（才这样），而是在二月中土星会与太阳合相，同样会出现这种状况。,TRUE,2023-02,摩羯座
268,太阳,火星,三分相,幸运的是，位于你十一宫的火星将向太阳发出一束精致的“三分相”光束（这是最神圣的相位）。,TRUE,2023-02,狮子座
269,太阳,土星,合相,土星与太阳的合相是令人沮丧的，但它会在两天内消失，如果这段关系很重要，请等几天再讨论你从这个人身上获得的任何细微感受。,TRUE,2023-02,狮子座
270,金星,海王星,合相,情人节后的第二天，也就是2月15日上午，位于双鱼座的金星将与海王星（代表无条件的爱）完全合相。,TRUE,2023-02,狮子座
271,太阳,天王星,四分相,2月5日的满月，天王星与太阳会有困难相位，可能你们会有花费超支，或者完全相反，你们会有意外花销。,FALSE,2023-02,白羊座
272,太阳,月亮,合相,2月14日的情人节对白羊座也非常不错，木星在白羊座内，和白羊的守护星火星，能够精准成相，从而放大你的魅力，与此同时，火星还将在水瓶座与太阳形成和谐相位，再有！！凌日的月亮会进入射手座，像白羊一样同属火象星座，而太阳和土星在2月16日逼近合相，距离足够接近，从而预示着本月这个时候做出的决定会是相当严肃和正式的。,TRUE,2023-02,白羊座
273,太阳,月亮,三分相,2月14日的情人节对白羊座也非常不错，木星在白羊座内，和白羊的守护星火星，能够精准成相，从而放大你的魅力，与此同时，火星还将在水瓶座与太阳形成和谐相位，再有！！凌日的月亮会进入射手座，像白羊一样同属火象星座，而太阳和土星在2月16日逼近合相，距离足够接近，从而预示着本月这个时候做出的决定会是相当严肃和正式的。,TRUE,2023-02,白羊座
274,金星,木星,合相,(有意思的是：金星和木星将在2033年跳过白羊座的合相，2034年相遇在双鱼座，2035年相遇在金牛座，所以需要等待24年才能在白羊座再次金木合相。,TRUE,2023-02,白羊座
275,海王星,冥王星,合相,这是好好利用这次新月的有利方式，掌管这次新月的海王星将会和冥王星紧密合作，非常有效地帮助你，一起揭露之前被掩盖的事实。,TRUE,2023-02,白羊座
276,金星,天王星,六分相,2月7日周二，天王星和你的守护星金星形成支持相位，这一天会给你惊喜，惊喜可能来自两方面——事业、朋友，你会很喜欢。,TRUE,2023-02,金牛座
277,水星,土星,合相,处女座由水星掌管，水星将与土星相合，表明你将对本月发生的所有事情采取更有分寸的、深思熟虑的方式，特别是在你的职业生涯方面。,TRUE,2023-03,双子座
278,金星,海王星,六分相,4月最浪漫的日子是4月7日周五，金星在金牛座，对你来说完美的位置，与双鱼座的海王星构成机会型相位六分相，海王星是高级版本的金星，将金星的爱与快乐带到更崇高、更进步的层面——忘掉自己的需求，将另一个人的幸福放在首位的境界。,TRUE,2023-03,双鱼座
279,太阳,木星,对分相,木星与太阳非常靠近，与满月对冲，这个星象很好，可能意味着你会得到一大笔钱——也许是你已经预计到的，也许是你根本想不到的礼物。,FALSE,2023-03,双鱼座
280,金星,冥王星,三分相,保持冷静、镇定、集中，因为金星与冥王星三分相，可以帮你创造友善可能还带点儿调情的对话，这样就好很多。,TRUE,2023-03,双鱼座
281,火星,天王星,合相,如果你在4月20日的日食前后没看到这方面的证明，继续观望——火星和天王星在日食时已经足够紧密，但你可能在十天之后，4月30日前后才看到这个星象的证据，那时火天六分相精确呈相。,TRUE,2023-03,双鱼座
282,火星,天王星,六分相,好在火星与天王星呈吉相，天王星是一切出乎意料的事情，两颗星体构成友善的机会型六分相。,TRUE,2023-03,双鱼座
283,火星,土星,合相,在这个月开始的时候，火星会和土星之间有非常友好的互动，创造了稳定的局面，随后在第三周4月19日的时候，火星会和天王星非常接近（精准合相在4月29日），为你带来让你非常吃惊且非常积极的财务发展。,TRUE,2023-03,双鱼座
284,水星,木星,合相,3月27日，你的主星水星与木星年度相合，非常有利于提案、面试、向新客户推销、启动广告、公共宣传、社交媒体推广，这些事可以是为老板做的，也可以是为自己的企业做的，这些也只是运用水木合的例子。,TRUE,2023-03,处女座
285,太阳,冥王星,对分相,自2008年以来，冥王星与巨蟹宫的太阳在不同的时间点呈对冲相位，这令你在商业或婚姻伙伴关系中感受到强烈的阻力。,FALSE,2023-03,巨蟹座
286,金星,火星,六分相,注意一下3月11日的这个周六，正在双子座的火星六合正在白羊座的金星，使其成为非常美好又浪漫的一天。,TRUE,2023-03,水瓶座
287,水星,木星,合相,把3月27日那个周一圈出来，那时的水星与木星合相于白羊座，这个掌管水瓶座短途旅行的位置，所以那天非常适合出游。,TRUE,2023-03,水瓶座
288,月亮,金星,合相,我特别喜欢这个周末，因为凌日月亮将在3月4日进入狮子座，而狮子座和你一样是火象星座，非常注重奢华，与金星和木星在白羊座的合相完美契合。,TRUE,2023-03,白羊座
289,金星,冥王星,合相,金星将在这次满月中占据中心位置，她将与冥王星紧密合作--这意味着你能获得的幸福的数量上不设限。,TRUE,2023-04,双子座
290,金星,冥王星,三分相,金星，此时刚刚进入双子座，跟水瓶座的冥王星刚好形成度数足够紧密的三分相，金星会用其诱人的魅力消解掉冥王的影响。,TRUE,2023-04,双子座
291,金星,海王星,三分相,与此同时，金星也会与海王星成和谐相位，这就带来很大影响了，因为海王星是双鱼组守护星。,TRUE,2023-04,双鱼座
