id,type,related_planets,house,reading,source_month,source_sign
176,月食,,,与此同时，本月还有两次日月食会在某种程度上影响着你，它们都会出现在你星盘中和社交有关的领域,2022-05,摩羯座
177,日食,,,4月30日的日食及之后几天，也可能会带来意外的怀孕消息——这也许是你期待已久的消息,2022-05,摩羯座
178,月食,,,本月的第二次食相是出现在5月15/16日的天蝎座满月月食，会给你带来一个重大的社交事件,2022-05,摩羯座
179,月食,,,本月的第二次食相是出现在5月15/16日的天蝎座满月月食，会给你带来一个重大的社交事件,2022-05,摩羯座
180,月食,,,本月的第二次食相是出现在5月15/16日的天蝎座满月月食，会给你带来一个重大的社交事件,2022-05,摩羯座
181,月食,,,有时某人会被日月食从你的生活中“食走”，例如，某位朋友会结婚或离开，也可能你们都是单身的话你们会成为朋友，你们其中一位可能会有了孩子，于是突然你们的共同点少了,2022-05,摩羯座
182,日食,"太阳,天王星",,这个食相之所以非同寻常是因为你的主星天王星，外加太阳和这个新月日食都在此地，紧紧相依,2022-05,水瓶座
183,日食,"太阳,天王星",,这个食相之所以非同寻常是因为你的主星天王星，外加太阳和这个新月日食都在此地，紧紧相依,2022-05,水瓶座
184,日食,,2,这两颗行星也分别与钱息息相关，而它们这次正好在你的财帛宫相遇，意味着4月30日的这个新月日食会给你带来一些与金钱相关的意外消息,2022-05,水瓶座
185,日食,,2,这两颗行星也分别与钱息息相关，而它们这次正好在你的财帛宫相遇，意味着4月30日的这个新月日食会给你带来一些与金钱相关的意外消息,2022-05,水瓶座
186,月食,,,“月食”则截然不同，通常比日食更加“情绪化”，就像5月15、16日即将出现的那个满月月食一样，因为“满月”意味着结束、结局，（但）结束也意味着新的开始,2022-05,水瓶座
187,月食,,,“月食”则截然不同，通常比日食更加“情绪化”，就像5月15、16日即将出现的那个满月月食一样，因为“满月”意味着结束、结局，（但）结束也意味着新的开始,2022-05,水瓶座
188,月食,,,“月食”则截然不同，通常比日食更加“情绪化”，就像5月15、16日即将出现的那个满月月食一样，因为“满月”意味着结束、结局，（但）结束也意味着新的开始,2022-05,水瓶座
189,月食,,,“月食”则截然不同，通常比日食更加“情绪化”，就像5月15、16日即将出现的那个满月月食一样，因为“满月”意味着结束、结局，（但）结束也意味着新的开始,2022-05,水瓶座
190,月食,,,食相总是结伴而来，第二个食相将出现在5月15日，这是一个发生在天蝎座25度位置的满月月食，点亮了水瓶座的第十宫，即掌管事业的宫位,2022-05,水瓶座
191,月食,,,食相总是结伴而来，第二个食相将出现在5月15日，这是一个发生在天蝎座25度位置的满月月食，点亮了水瓶座的第十宫，即掌管事业的宫位,2022-05,水瓶座
192,日食,,,这将是一个重要的变化月，因为两个日食即将到来，它们穿过你星盘的顶部和底部，在你的事业和家庭生活中引起转变,2022-05,狮子座
193,日食,,,第一次日食，4月30日，从技术上讲，出现在5月开始的前一天，是金牛座10度的新月日蚀,2022-05,狮子座
194,月食,,,它是天蝎座25度的满月月食，将在5月15/16日（正负一周）突出你的家庭和家族领域,2022-05,狮子座
195,月食,,,它是天蝎座25度的满月月食，将在5月15/16日（正负一周）突出你的家庭和家族领域,2022-05,狮子座
196,日食,,,就日食而言，如果你出生于8月16日，你在狮子座24度，而日食将在天蝎座25度，所以你可能会感觉到它,2022-05,狮子座
197,日食,,,导致这一令人愉快的事件转变的原因是金牛座的新月日食，发生在4月30日，将在5月上旬上演,2022-05,狮子座
198,日食,,,导致这一令人愉快的事件转变的原因是金牛座的新月日食，发生在4月30日，将在5月上旬上演,2022-05,狮子座
199,月食,,,5月15/16日的满月--也是一次月蚀，虽然这次是月食--将落在天蝎座，把你的注意力吸引到家庭的某个成员或你的实际住所,2022-05,狮子座
200,月食,,,5月15/16日的满月--也是一次月蚀，虽然这次是月食--将落在天蝎座，把你的注意力吸引到家庭的某个成员或你的实际住所,2022-05,狮子座
201,月食,"太阳,火星,冥王星",,幸运的是，冥王星和火星都将漂亮地指向太阳和满月食，所以与家庭或家庭有关的事情应该有一个令人愉快的结局,2022-05,狮子座
202,月食,"太阳,火星,冥王星",,幸运的是，冥王星和火星都将漂亮地指向太阳和满月食，所以与家庭或家庭有关的事情应该有一个令人愉快的结局,2022-05,狮子座
203,月食,"太阳,火星,冥王星",,幸运的是，冥王星和火星都将漂亮地指向太阳和满月食，所以与家庭或家庭有关的事情应该有一个令人愉快的结局,2022-05,狮子座
204,月食,"太阳,火星,天王星",,我对白羊座的前景很乐观，因为太阳、新月月食和金牛座的天王星，都和在双鱼座的火星相位和谐，这一点很重要——作为白羊座，火星是你们的主宰星，所以火星会保护你,2022-05,白羊座
205,月食,"太阳,火星,天王星",,我对白羊座的前景很乐观，因为太阳、新月月食和金牛座的天王星，都和在双鱼座的火星相位和谐，这一点很重要——作为白羊座，火星是你们的主宰星，所以火星会保护你,2022-05,白羊座
206,月食,"太阳,火星,天王星",,我对白羊座的前景很乐观，因为太阳、新月月食和金牛座的天王星，都和在双鱼座的火星相位和谐，这一点很重要——作为白羊座，火星是你们的主宰星，所以火星会保护你,2022-05,白羊座
207,日食,,,上个月的4月30日的日食可能带来了一个惊人的消息，让白羊有机会在薪水支票以外赚更多的钱,2022-05,白羊座
208,日食,,,如果你的上升落在金牛座10°（及前后5°范围内），或者出生盘中有行星落在金牛座、处女座、摩羯座、巨蟹座、天蝎座、双鱼座5°-15度范围内，那么你会很直接地感受到这次日食的影响,2022-05,金牛座
209,日食,,,这次日食出现在金牛座，因此你会慢慢开始用不同的眼光看待自己，用新的、更准确的眼光看待自己,2022-05,金牛座
210,日食,火星,,4月30日食相期间，火星出现在代表友情的第十一宫，他和第一宫的群星形成了和谐的相位,2022-05,金牛座
211,日食,火星,,4月30日食相期间，火星出现在代表友情的第十一宫，他和第一宫的群星形成了和谐的相位,2022-05,金牛座
212,日食,,,这次日食伴随新月而来，打开了能量的大门，通常会带来令人兴奋的、意想不到的机会，足以让你绽放笑容,2022-05,金牛座
213,日食,,,1992年6月30日是日食，当时我还在当商务摄影师的经纪人（我对占星的爱还是秘密），以佣金为生,2022-06,天蝎座
214,日食,,,1992年6月30日是日食，当时我还在当商务摄影师的经纪人（我对占星的爱还是秘密），以佣金为生,2022-06,天蝎座
215,日食,,,如果这次第八宫的新月与做手术有关，那么不会像我那么复杂，我的同时发生在日食，这次不是，所以你的可能会更快更容易,2022-06,天蝎座
216,日食,,,如果这次第八宫的新月与做手术有关，那么不会像我那么复杂，我的同时发生在日食，这次不是，所以你的可能会更快更容易,2022-06,天蝎座
217,日食,,,如果你的生日位于10月23日前后5日，你可能正在处理某些财务变动，源头来自于4月30日食相产生的某些与金钱相关的消息,2022-06,天蝎座
218,月食,,,你刚经历了两次食相，这两次食相都和金牛座有关——4月30日的金牛座日食和5月15日的天蝎座月食（对一段亲密关系造成了影响）,2022-06,金牛座
219,月食,,,你刚经历了两次食相，这两次食相都和金牛座有关——4月30日的金牛座日食和5月15日的天蝎座月食（对一段亲密关系造成了影响）,2022-06,金牛座
220,日食,,,我认为股市可能会在10月底和11月初的日食时间摇摆不定（从你的经纪人那边征求些建议），所以把市场可能的波动看作其中一个原因，你可能会感觉到客户在做决定时的犹豫,2022-07,双子座
221,月食,,,我们仿佛正在进入动荡的水域，供应链问题将增加（早点打电话催订单），且金融市场在10月底和11月初会因为日月食而产生波动,2022-08,摩羯座
222,日食,火星,,你需要远离10月30日火星开始逆行的日子发动，也避开10月25日的日食，因为那会儿有很多干扰的消息出现（哪怕是好消息）,2022-09,处女座
223,日食,火星,,你需要远离10月30日火星开始逆行的日子发动，也避开10月25日的日食，因为那会儿有很多干扰的消息出现（哪怕是好消息）,2022-09,处女座
224,月食,,,股票市场会在10月25日（天蝎座新月日食）和11月8日（金牛座满月月食）前后表现疯狂,2022-09,摩羯座
225,月食,,,股票市场会在10月25日（天蝎座新月日食）和11月8日（金牛座满月月食）前后表现疯狂,2022-09,摩羯座
226,月食,,,股票市场会在10月25日（天蝎座新月日食）和11月8日（金牛座满月月食）前后表现疯狂,2022-09,摩羯座
227,月食,,,股票市场会在10月25日（天蝎座新月日食）和11月8日（金牛座满月月食）前后表现疯狂,2022-09,摩羯座
228,月食,,,股票市场会在10月25日（天蝎座新月日食）和11月8日（金牛座满月月食）前后表现疯狂,2022-09,摩羯座
229,日食,,,如果你真的雇了某个人，最有可能发生在10月25日的天蝎座新月日食之后，因为它会在你工作的环境中打开一条新通道,2022-10,双子座
230,日食,,,如果你真的雇了某个人，最有可能发生在10月25日的天蝎座新月日食之后，因为它会在你工作的环境中打开一条新通道,2022-10,双子座
231,日食,,,现在我们来到本月的日食，10月25日落在天蝎座2度的日食，也是落在你代表工作与项目的第六宫,2022-10,双子座
232,月食,,,这次食相将比下个月的食相温和，下个月的是指11月8日发生在金牛座16度的满月月食（所有食相都是成对出现的）,2022-10,双子座
233,月食,,,这次食相将比下个月的食相温和，下个月的是指11月8日发生在金牛座16度的满月月食（所有食相都是成对出现的）,2022-10,双子座
234,月食,,,这次食相将比下个月的食相温和，下个月的是指11月8日发生在金牛座16度的满月月食（所有食相都是成对出现的）,2022-10,双子座
235,月食,,,这次食相将比下个月的食相温和，下个月的是指11月8日发生在金牛座16度的满月月食（所有食相都是成对出现的）,2022-10,双子座
236,月食,,,这次食相将比下个月的食相温和，下个月的是指11月8日发生在金牛座16度的满月月食（所有食相都是成对出现的）,2022-10,双子座
237,日食,,,这次日食还有另一种作用方式——你可能会失去你团队中的一名员工，一位你现在很依赖但他正在考虑离开的人,2022-10,双子座
238,日食,,,这次日食还有另一种作用方式——你可能会失去你团队中的一名员工，一位你现在很依赖但他正在考虑离开的人,2022-10,双子座
239,日食,"天王星,冥王星",,巧合的是，在这次日食中，天王星将非常接近，从你代表幕后的宫位向冥王星发出华丽的光束，所以似乎有人会代表你而工作，为你争取资金（或新工作的大笔费用）,2022-10,双子座
240,日食,,,这次日食可能会带来某个健康上的问题，我对提出这个问题犹豫不决，因为只有少数人会以这种方式感受到这次日食,2022-10,双子座
241,日食,,,10月份将发生两次蝎—牛轴食相中的第一次，即10月25日的天蝎座新月日食，将开启与异国公司或个人的新联系,2022-10,双鱼座
242,日食,,,10月份将发生两次蝎—牛轴食相中的第一次，即10月25日的天蝎座新月日食，将开启与异国公司或个人的新联系,2022-10,双鱼座
243,日食,,,和许多食相一样，此次日食的效力是混合的，因为日食落入的天蝎座是和双鱼座一样，都是水象星座，所以天蝎座日食也有积极的一面，应该会带来新的好机会,2022-10,双鱼座
244,日食,,,这次新月日食对你的影响似乎是积极的，因此，如果律师肯定了这份合同对你是利好的，那就继续推进,2022-10,处女座
245,日食,,,这次新月日食对你的影响似乎是积极的，因此，如果律师肯定了这份合同对你是利好的，那就继续推进,2022-10,处女座
246,月食,,,每年我们都会经历4次食相，每次食相都是成双结对而来，因为一个新月日食总有一个满月月食与之相配，每次都会发生在某个对应轴线的星座里,2022-10,处女座
247,月食,,,每年我们都会经历4次食相，每次食相都是成双结对而来，因为一个新月日食总有一个满月月食与之相配，每次都会发生在某个对应轴线的星座里,2022-10,处女座
248,月食,,,每年我们都会经历4次食相，每次食相都是成双结对而来，因为一个新月日食总有一个满月月食与之相配，每次都会发生在某个对应轴线的星座里,2022-10,处女座
249,月食,,,每年我们都会经历4次食相，每次食相都是成双结对而来，因为一个新月日食总有一个满月月食与之相配，每次都会发生在某个对应轴线的星座里,2022-10,处女座
250,月食,,,每年我们都会经历4次食相，每次食相都是成双结对而来，因为一个新月日食总有一个满月月食与之相配，每次都会发生在某个对应轴线的星座里,2022-10,处女座
251,日食,,,前一个食相就是10月25日发生在天蝎座2度位置的新月日食，点亮了处女座的第三宫，即掌管合同文书的宫位,2022-10,处女座
252,日食,,,前一个食相就是10月25日发生在天蝎座2度位置的新月日食，点亮了处女座的第三宫，即掌管合同文书的宫位,2022-10,处女座
253,日食,火星,,以下是你会在10月25日的新月日食很顺利的原因：火星将完美指向这次新月日食，所以暗示着你的新客户可能会是一家总部在国外的公司——尽管你可能会忘记这一事实，因为那边的人长得和你差不多,2022-10,天秤座
254,日食,火星,,以下是你会在10月25日的新月日食很顺利的原因：火星将完美指向这次新月日食，所以暗示着你的新客户可能会是一家总部在国外的公司——尽管你可能会忘记这一事实，因为那边的人长得和你差不多,2022-10,天秤座
255,日食,,,我希望第一个食相——本月的新月日食，会为你带来大量资金，不管是更高的薪资还是利润丰厚的新客户,2022-10,天秤座
256,日食,,,我希望第一个食相——本月的新月日食，会为你带来大量资金，不管是更高的薪资还是利润丰厚的新客户,2022-10,天秤座
257,日食,,,今年4月30日的日食位于金牛座10度、5月15日的食相位于天蝎座25度，后者对生日在11月17日的天蝎座产生了影响,2022-10,天蝎座
258,月食,,,食相通常成对出现，一个是10月25日位于天蝎座2度的新月日食，一个是11月8日金牛座的满月月食,2022-10,天蝎座
259,月食,,,食相通常成对出现，一个是10月25日位于天蝎座2度的新月日食，一个是11月8日金牛座的满月月食,2022-10,天蝎座
260,月食,,,食相通常成对出现，一个是10月25日位于天蝎座2度的新月日食，一个是11月8日金牛座的满月月食,2022-10,天蝎座
261,月食,,,食相通常成对出现，一个是10月25日位于天蝎座2度的新月日食，一个是11月8日金牛座的满月月食,2022-10,天蝎座
262,月食,,,食相通常成对出现，一个是10月25日位于天蝎座2度的新月日食，一个是11月8日金牛座的满月月食,2022-10,天蝎座
263,日食,,,（如果你对自己说:“ 我肯定不会遇见什么人的，这太疯狂了，我要等到新月日食的时候才会遇见新人,2022-10,射手座
264,日食,,,（如果你对自己说:“ 我肯定不会遇见什么人的，这太疯狂了，我要等到新月日食的时候才会遇见新人,2022-10,射手座
265,日食,,,（如果你对自己说:“ 我肯定不会遇见什么人的，这太疯狂了，我要等到新月日食的时候才会遇见新人,2022-10,射手座
266,日食,,,记住日食只会呈现你生活中的薄弱环节——如果你没有薄弱的环节，那么上面提到的这些就都不会发生，所以这里还有第二种解读,2022-10,射手座
267,日食,,,如果你正打算写一本书，一篇论文，一篇研究报告，或者是特别的新闻稿，那么争取在10月25日日食之前就把事情都安排好,2022-10,射手座
268,日食,,,作为10月25日的日食的结果，可能你认识的某个人正生活在养老院里，这是众多的可能性之一，去拜访一下吧,2022-10,射手座
269,日食,,,如果你一直在推迟一个手术，那么因为10月25日天蝎座2度的新月日食的发生，你可能会觉得还是尽早做了比较好，所以跟你的医生预约一下吧,2022-10,射手座
270,日食,,,如果你一直在推迟一个手术，那么因为10月25日天蝎座2度的新月日食的发生，你可能会觉得还是尽早做了比较好，所以跟你的医生预约一下吧,2022-10,射手座
271,日食,天王星,,天王星，这颗所有的事情都会出人意料的星星会表现的像个野孩子，所以11月8日食相带来的消息会是震惊的,2022-10,射手座
272,日食,,6,11月8日的日食会点亮你的第六宫同事和工作宫，同时也会影响到你工作所用的电脑，设备和一些其他的小东西,2022-10,射手座
273,日食,,,如果巨蟹愿意留下来，这次日食会要求巨蟹去寻找提升感情的方法，可以寻求感情咨询师的帮助,2022-10,巨蟹座
274,日食,,,有时日食可能会把一个人从你的生活中淘汰掉，原因可能是他/她将搬到遥远的城市生活，如此日常接触必然会减少，或者因为你只是单纯和对方闹掰了，不想看到他/她，也不想与其说话,2022-10,巨蟹座
275,月食,,,我觉得股票市场也会比过去更震荡——留意10月25日的那周，那时我们将面临一次日食，尤其是接下来11月8日那次不和谐的月食,2022-10,摩羯座
276,月食,,,我觉得股票市场也会比过去更震荡——留意10月25日的那周，那时我们将面临一次日食，尤其是接下来11月8日那次不和谐的月食,2022-10,摩羯座
277,日食,,10,你也因此有机会为自己创造一种全新的生活方式，因为这个天蝎座新月日食正好发生在水瓶座的事业宫（你可能会因为新工作而改变现有生活方式）,2022-10,水瓶座
278,日食,,10,你也因此有机会为自己创造一种全新的生活方式，因为这个天蝎座新月日食正好发生在水瓶座的事业宫（你可能会因为新工作而改变现有生活方式）,2022-10,水瓶座
279,日食,,4,10月25日的日食将落在你的家庭宫，所以你可能会听到消息需要突然搬家，或家人需要你立刻帮助他们，或为他们提供一些建议,2022-10,狮子座
280,日食,,,为了实现这一目标，宇宙会带来第一波，10月25日新月日食，发生在天蝎座2°，可能会有一个财务机会,2022-10,白羊座
281,日食,,,为了实现这一目标，宇宙会带来第一波，10月25日新月日食，发生在天蝎座2°，可能会有一个财务机会,2022-10,白羊座
282,日食,,,不过，在投资方面要谨慎，因为下个月11月8日的月全食将带来剧烈的财务震荡，可能在10月的最后一周就能看到这方面的线索,2022-10,白羊座
283,日食,木星,,尽管11月8日的月全食可能会给所有星座带来意想不到的消息，但你会一直处于木星的监控之下，如果被厄运撞到一边，也会很快翻身——如果不是马上，那也就在几周内的事,2022-10,白羊座
284,月食,,,之所以我会说11月8日的月食不好，是因为它会带来一些意料之外的情况，这一切必将让你们措手不及,2022-10,白羊座
285,日食,,,这是一个新月日食，所以很有可能会带来一些好消息，因为通常新月都代表开启一个新的路径,2022-10,白羊座
286,日食,,,这是一个新月日食，所以很有可能会带来一些好消息，因为通常新月都代表开启一个新的路径,2022-10,白羊座
287,日食,,,9月24日-25日，在10月25日的日食发生之前，证券市场已经有大跌，所以有可能这就是我们已经经历了所有的一切影响，但也不排除还有更多在等待着我们，静待其变吧,2022-10,白羊座
288,日食,,,9月24日-25日，在10月25日的日食发生之前，证券市场已经有大跌，所以有可能这就是我们已经经历了所有的一切影响，但也不排除还有更多在等待着我们，静待其变吧,2022-10,白羊座
289,日食,,,10月25日新月日食出现在你的对宫星座天蝎座，因此，这次食相确实表明你可能会看到一段亲密关系或者商业合作出现的新可能,2022-10,金牛座
290,日食,,,10月25日新月日食出现在你的对宫星座天蝎座，因此，这次食相确实表明你可能会看到一段亲密关系或者商业合作出现的新可能,2022-10,金牛座
291,日食,,,如果你对可能与日食有关的情况感到紧张，你可能会觉得双手都插在插座里无法动弹，但这都是暂时的,2022-11,双子座
292,日食,,,11月8日，难捱的月全食落入双子座命盘中最私密、隐蔽的宫位，所以某人的秘密或意图很可能突然曝光，就像地下间歇泉忽然猛烈喷射出来一样，毫无征兆,2022-11,双子座
293,日食,,,11月8日，难捱的月全食落入双子座命盘中最私密、隐蔽的宫位，所以某人的秘密或意图很可能突然曝光，就像地下间歇泉忽然猛烈喷射出来一样，毫无征兆,2022-11,双子座
294,日食,,,11月8日，难捱的月全食落入双子座命盘中最私密、隐蔽的宫位，所以某人的秘密或意图很可能突然曝光，就像地下间歇泉忽然猛烈喷射出来一样，毫无征兆,2022-11,双子座
295,日食,,,11月8日，难捱的月全食落入双子座命盘中最私密、隐蔽的宫位，所以某人的秘密或意图很可能突然曝光，就像地下间歇泉忽然猛烈喷射出来一样，毫无征兆,2022-11,双子座
296,月食,,,现在，我们即将迎来11月8日的满月月食——这是一次月全食（不是月偏食）——落在金牛座16°,2022-11,双鱼座
297,月食,,,现在，我们即将迎来11月8日的满月月食——这是一次月全食（不是月偏食）——落在金牛座16°,2022-11,双鱼座
298,月食,,,现在，我们即将迎来11月8日的满月月食——这是一次月全食（不是月偏食）——落在金牛座16°,2022-11,双鱼座
299,月食,,,现在，我们即将迎来11月8日的满月月食——这是一次月全食（不是月偏食）——落在金牛座16°,2022-11,双鱼座
300,月食,,,现在，我们即将迎来11月8日的满月月食——这是一次月全食（不是月偏食）——落在金牛座16°,2022-11,双鱼座
301,日食,,,天蝎座（上个月新月日食的落点）和金牛座都是与金钱相关的，所以钱是争论的一部分原因，看起来你们出现了分歧,2022-11,双鱼座
302,日食,,,天蝎座（上个月新月日食的落点）和金牛座都是与金钱相关的，所以钱是争论的一部分原因，看起来你们出现了分歧,2022-11,双鱼座
303,月食,,,唯一值得庆幸的一点是，月食落入的金牛座与双鱼座交好，所以尘埃落定之后，你将能够在工作中做出对自己有利的改变,2022-11,双鱼座
304,日食,,,虽然11月8日艰难的月全食在前，但23日的射手座新月将开启一条新路，如果你已经准备好承担更大的责任，新月后，盼望晋升或找新工作的双鱼座，如愿概率很高,2022-11,双鱼座
305,月食,,,每十九年，日月食精确重复星座和度数，你能否想起2003年11月9日前后发生的重要事件,2022-11,处女座
306,月食,"太阳,土星",,同时，土星在水瓶座18°，是月食的中点，太阳在天蝎座17°对冲金牛座17°的满月构成月食，土星与它们构成T三角格局，T三角顶点在占星上被称为中点，可以同时给两端施压——太阳和满月,2022-11,处女座
307,月食,"太阳,土星",,同时，土星在水瓶座18°，是月食的中点，太阳在天蝎座17°对冲金牛座17°的满月构成月食，土星与它们构成T三角格局，T三角顶点在占星上被称为中点，可以同时给两端施压——太阳和满月,2022-11,处女座
308,月食,"太阳,土星",,同时，土星在水瓶座18°，是月食的中点，太阳在天蝎座17°对冲金牛座17°的满月构成月食，土星与它们构成T三角格局，T三角顶点在占星上被称为中点，可以同时给两端施压——太阳和满月,2022-11,处女座
309,月食,"太阳,月亮",,一系列的日月食中，你们不会对每一个都感受强烈，往往是与本命星盘密切互动的某个度数才会有强烈的感觉，比如日月食触动了你星盘太阳、月亮、本命星体、上升、中天点位,2022-11,处女座
310,月食,月亮,,11月8日的月食对很多人来说都不好过，但如果你的生日在9月9日±4日之内，或你是月亮、上升处女座16°±4°之内，会找到办法从中获益,2022-11,处女座
311,月食,,,11月8日疯狂又困难的月食即将到来，横跨你星盘两个出行宫，所以11月上半月不适合出门，尤其不适合去远方,2022-11,处女座
312,月食,,,如果11月8日的月食前后，不是出行或海外关系事务引发你的关注，其他可能强调的领域是：你的大学生/研究生身份、法律事务动态、媒体传播项目、以你为主角或你撰写的书籍出版，但无论什么事，看似都是你想不到的事,2022-11,处女座
313,日食,,,10月25日有一个新月日食发生在天蝎座2°，可能激励你去找一份新工作，或者你是自由职业者的话会有另一个客户来提振你的收入,2022-11,天秤座
314,日食,,,10月25日有一个新月日食发生在天蝎座2°，可能激励你去找一份新工作，或者你是自由职业者的话会有另一个客户来提振你的收入,2022-11,天秤座
315,月食,"太阳,水星,金星,土星,天王星",,土星在中间——想象一下跷跷板的样子——土星作为支点，将同等的压力施加到在天蝎座的太阳、金星和水星，同时还有在金牛座的满月月食和天王星,2022-11,天秤座
316,月食,"太阳,水星,金星,土星,天王星",,土星在中间——想象一下跷跷板的样子——土星作为支点，将同等的压力施加到在天蝎座的太阳、金星和水星，同时还有在金牛座的满月月食和天王星,2022-11,天秤座
317,月食,天王星,,天王星的任务是要找到一个薄弱的环节来向你展示，月食通常会为了努力曝光真相而使以前未知的信息浮出水面,2022-11,天秤座
318,月食,木星,,新月（非月食）发生在11月23日，同一天，掌管礼物与好运的木星将在他守护的射手座恢复顺行,2022-11,天秤座
319,月食,木星,,新月（非月食）发生在11月23日，同一天，掌管礼物与好运的木星将在他守护的射手座恢复顺行,2022-11,天秤座
320,月食,天王星,,本月的开头对你来说并不容易，金牛座的满月月食由于和天王星紧密相合，将表现得不可预测,2022-11,天秤座
321,月食,天王星,,本月的开头对你来说并不容易，金牛座的满月月食由于和天王星紧密相合，将表现得不可预测,2022-11,天秤座
322,月食,,,这个月食可能会带来纳税、学生贷款、银行贷款的需求，或其他你想象不到或无法预见的义务,2022-11,天秤座
323,月食,木星,,在月食发生的同时，好运的木星将发出一道光束来保护你从工作中收获的薪资、总体收入和赚钱能力,2022-11,天秤座
324,月食,,,在11月23日的射手座新月（非月食）之前事情会有所改善，这将让你有机会在这次新月之后利用一个周末或适当的短途旅行去到一个遥远的地方去享受个人的休闲,2022-11,天秤座
325,月食,,,在11月23日的射手座新月（非月食）之前事情会有所改善，这将让你有机会在这次新月之后利用一个周末或适当的短途旅行去到一个遥远的地方去享受个人的休闲,2022-11,天秤座
326,日食,,,10月25日是天蝎座2度的新月日食，给你展现了新的机遇，特别是生日在10月25日前后5日的人,2022-11,天蝎座
327,日食,,,10月25日是天蝎座2度的新月日食，给你展现了新的机遇，特别是生日在10月25日前后5日的人,2022-11,天蝎座
328,月食,,,11月8日的食相位于金牛座16度，是一个艰难的满月月食，通常会比新月给人带来更大的情绪波动,2022-11,天蝎座
329,月食,,,11月8日的食相位于金牛座16度，是一个艰难的满月月食，通常会比新月给人带来更大的情绪波动,2022-11,天蝎座
330,月食,,,11月8日的食相位于金牛座16度，是一个艰难的满月月食，通常会比新月给人带来更大的情绪波动,2022-11,天蝎座
331,月食,,,11月8日的食相位于金牛座16度，是一个艰难的满月月食，通常会比新月给人带来更大的情绪波动,2022-11,天蝎座
332,月食,,,10月9日满月前后五日，你可能就已经接收到此次食相的讯号，也就是11月8日食相的一个月前,2022-11,天蝎座
333,月食,,,10月9日满月前后五日，你可能就已经接收到此次食相的讯号，也就是11月8日食相的一个月前,2022-11,天蝎座
334,月食,,,10月9日满月前后五日，你可能就已经接收到此次食相的讯号，也就是11月8日食相的一个月前,2022-11,天蝎座
335,日食,"火星,土星",4,11月8日食相发生时，火星与位于家庭宫的土星相位良好，所以如果你接收到有关租住买卖或有关家人的消息，你有足够的经济能力去解决问题,2022-11,天蝎座
336,月食,,,第十二宫，就是上个月食相落入你星盘中的部分，同时也掌管着秘密，所以你可能会很惊讶的听说某个人小心翼翼隐藏着的秘密被公布于众，或者是有关你自己的秘密被披露了出来,2022-11,射手座
337,月食,,,这个月的食相会发生在11月8日，是一次伴随着满月的月全食，将会是一次比较有挑战的食相,2022-11,射手座
338,月食,,,这个月的食相会发生在11月8日，是一次伴随着满月的月全食，将会是一次比较有挑战的食相,2022-11,射手座
339,月食,,,这个月的食相会发生在11月8日，是一次伴随着满月的月全食，将会是一次比较有挑战的食相,2022-11,射手座
340,月食,,,这个月的食相会发生在11月8日，是一次伴随着满月的月全食，将会是一次比较有挑战的食相,2022-11,射手座
341,月食,,,这次的月食把其他的星星也拉入到了一起讨论，影响着你在朋友，同事，以及工作圈子中的声誉,2022-11,射手座
342,月食,,,这次的月食把其他的星星也拉入到了一起讨论，影响着你在朋友，同事，以及工作圈子中的声誉,2022-11,射手座
343,月食,土星,,土星也会在这次月食中扮演核心的角色，他会让你尊重现实实事求是，这样你才能够找到务实的解决方案,2022-11,射手座
344,月食,,,在月食之前请IT部门帮你检查一下电脑，确保所有的硬件软件都是最新的，并且你的防护软件也是最新的,2022-11,射手座
345,月食,,,满月的月全食会给即将完成的工作带来不确定性，或者是你很依赖的某个女性团队成员可能会有变动,2022-11,射手座
346,月食,,,满月的月全食会给即将完成的工作带来不确定性，或者是你很依赖的某个女性团队成员可能会有变动,2022-11,射手座
347,月食,,,满月的月全食会给即将完成的工作带来不确定性，或者是你很依赖的某个女性团队成员可能会有变动,2022-11,射手座
348,月食,,,今年早些时候，我们还经历了另外两次食相——4月30日的金牛座新月日食和5月15日的天蝎座满月月食,2022-11,巨蟹座
349,月食,,,今年早些时候，我们还经历了另外两次食相——4月30日的金牛座新月日食和5月15日的天蝎座满月月食,2022-11,巨蟹座
350,月食,,,今年早些时候，我们还经历了另外两次食相——4月30日的金牛座新月日食和5月15日的天蝎座满月月食,2022-11,巨蟹座
351,月食,,,今年早些时候，我们还经历了另外两次食相——4月30日的金牛座新月日食和5月15日的天蝎座满月月食,2022-11,巨蟹座
352,月食,,,今年早些时候，我们还经历了另外两次食相——4月30日的金牛座新月日食和5月15日的天蝎座满月月食,2022-11,巨蟹座
353,日食,,,在很多层面来看，日食都是一种清洁工具，因为日食会寻找薄弱的环节，以及在幕后被掩藏的事情，但如果原本对这些并不知情，可能会伤害到你,2022-11,巨蟹座
354,日食,,,在很多层面来看，日食都是一种清洁工具，因为日食会寻找薄弱的环节，以及在幕后被掩藏的事情，但如果原本对这些并不知情，可能会伤害到你,2022-11,巨蟹座
355,日食,,,在很多层面来看，日食都是一种清洁工具，因为日食会寻找薄弱的环节，以及在幕后被掩藏的事情，但如果原本对这些并不知情，可能会伤害到你,2022-11,巨蟹座
356,日食,,,另外，上个月的新月日食可能会让巨蟹特别关注某个孩子，或提出关于生孩子的讨论/得知怀孕的消息,2022-11,巨蟹座
